﻿No;name;nameBirth;positionFirst;positionSecond;potential;skillPass;skillShotInterior;skillShotExterior;skillShotFree;skillPhysique;skillBlock;skillRebound;skillSteal;tendencyIn;tendencyEx;tendencyFr;ATT;DEF;Ranks;age;yearsLeague;team;teamID;yearsContract;salary;draft;image;info;allStars;allStarsMvps;allTeam1;allTeam2;allTeam3;best3ptsers;bestBlockers;bestPassers;bestRebounders;bestRookie;bestScorers;bestStealers;defTeam1;defTeam2;defTeam3;dpoy;fmvps;mvps;rings;sixmans
281;阿尔佩伦-申京;Alperen Sengun;5;4;9;84;88;78;78;87;77;88;70;89;75;78;89;86;88;22;4;火箭;17;5;31737442;202116;295;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
282;阿门-汤普森;Amen Thompson;1;2;9;79;87;60;75;92;78;84;88;88;65;68;77;93;84;22;2;火箭;17;3;9249748;202304;693;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
283;弗雷德-范弗利特;Fred VanVleet;1;0;8;82;71;83;80;85;62;67;81;74;86;81;85;78;82;31;9;火箭;17;2;25000000;201600;210;226;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
284;小贾巴里-史密斯;Jabari Smith Jr.;4;3;8;64;80;83;78;84;75;79;72;77;86;74;80;81;81;22;3;火箭;17;6;22391732;202203;297;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
285;塔里-伊森;Tari Eason;3;4;8;62;79;83;73;84;78;80;82;75;82;68;75;85;81;24;3;火箭;17;2;3695160;202217;1594;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
286;多里安-芬尼-史密斯;Dorian Finney-Smith;4;5;7;65;71;81;75;80;78;74;77;72;75;70;74;80;77;32;9;火箭;17;4;13176250;201600;464;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
287;里德-谢泼德;Reed Sheppard;2;1;8;74;72;86;80;78;66;66;72;74;85;78;81;72;77;20;1;火箭;17;4;10098960;202403;3137;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
288;史蒂文-亚当斯;Steven Adams;5;0;7;61;77;45;65;80;82;93;63;79;50;51;62;86;75;32;12;火箭;17;3;13000000;201312;330;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
289;约什-奥科吉;Josh Okogie;3;2;7;62;70;77;72;81;71;73;77;73;70;65;69;78;75;27;7;火箭;17;1;3100000;201820;808;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
290;克林特-卡佩拉;Clint Capela;5;0;8;50;84;55;50;80;78;89;62;80;41;45;59;83;72;31;11;火箭;17;3;7166666;201425;535;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
291;杰夫-格林;Jeff Green;4;5;7;65;72;77;70;75;66;70;67;74;75;70;73;70;72;39;18;火箭;17;1;3630000;200705;222;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
292;阿龙-霍乐迪;Aaron Holiday;1;2;7;71;77;79;77;74;56;60;64;70;76;70;77;63;70;29;7;火箭;17;1;3080000;201823;515;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
293;杰肖恩-泰特;Jae'Sean Tate;3;4;6;65;73;64;62;75;68;66;69;75;67;65;66;70;69;30;5;火箭;17;1;3000000;201800;1486;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
294;泰勒-史密斯;Tyler Smith;4;0;6;62;69;67;64;73;65;65;62;69;66;59;65;66;65;20;1;火箭;17;2;676435;202433;3162;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
295;JD-戴维森;JD Davison;1;2;6;66;66;67;63;70;62;62;62;66;66;64;64;63;64;25;3;火箭;17;1;676435;202253;1757;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
296;以赛亚-克劳福德;Isaiah Crawford;3;2;5;62;62;60;61;69;54;62;63;58;62;60;57;60;59;23;1;火箭;17;1;636435;202400;3227;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
297;小贾伦-杰克逊;Jaren Jackson Jr.;4;5;9;65;87;79;78;85;88;77;80;87;82;75;83;88;85;26;7;灰熊;18;5;47995200;201804;242;0;2;0;0;0;0;0;2;0;0;0;0;0;2;1;0;0;0;0;0;0
298;贾-莫兰特;Ja Morant;1;0;9;87;85;72;83;88;66;71;75;89;80;80;87;79;84;26;6;灰熊;18;3;36725670;201902;132;0;2;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
299;桑蒂-阿尔达马;Santi Aldama;4;5;7;73;83;77;75;84;74;83;70;82;77;75;82;82;82;24;4;灰熊;18;3;17500000;202130;752;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300;泰-杰罗姆;Ty Jerome;2;1;7;76;78;88;85;80;63;63;70;77;88;84;86;70;79;28;6;灰熊;18;3;9333333;201924;1099;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
301;扎克-伊迪;Zach Edey;5;0;7;55;88;57;71;82;85;88;60;82;50;55;68;86;78;22;1;灰熊;18;4;5756880;202409;1717;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
302;塞德里克-考沃德;Cedric Coward;2;3;8;70;80;76;84;82;68;77;72;80;80;74;79;77;78;22;0;灰熊;18;4;6586465;202511;3266;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
303;小斯科蒂-皮蓬;Scotty Pippen Jr.;1;0;7;77;82;80;76;81;63;63;74;84;73;70;81;72;77;24;3;灰熊;18;3;1600000;202200;1391;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
304;肯塔维厄斯-考德威尔-波普;Kentavious Caldwell-Pope;2;3;7;75;70;78;82;80;68;65;78;73;78;70;78;75;77;32;12;灰熊;18;2;22757000;201308;541;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
305;乔克-兰代尔;Jock Landale;5;0;7;64;82;77;74;78;71;84;60;78;70;70;77;77;77;29;4;灰熊;18;1;8000000;201800;1192;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
306;杰伦-威尔斯;Jaylen Wells;3;4;7;62;73;80;78;82;68;70;81;76;80;72;75;78;77;21;1;灰熊;18;3;1157153;202439;3168;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
307;卡梅隆-斯宾塞;Cam Spencer;2;3;7;80;68;87;86;75;63;66;67;70;90;77;84;68;77;25;1;灰熊;18;4;2625000;202453;3181;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
308;文斯-威廉姆斯;Vince Williams;2;3;7;78;70;70;74;78;64;74;76;70;75;72;74;75;75;23;3;灰熊;18;2;2120693;202247;1535;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
309;布兰登-克拉克;Brandon Clarke;4;5;7;65;82;62;69;81;76;80;69;68;60;64;69;80;75;29;6;灰熊;18;2;12500000;201921;1141;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
310;GG-杰克逊;GG Jackson;4;3;7;60;78;67;74;82;67;72;70;75;72;70;72;75;73;20;2;灰熊;18;2;1891857;202345;2855;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
311;约翰-康查尔;John Konchar;2;3;6;68;72;66;62;72;62;70;70;75;74;63;67;69;68;29;6;灰熊;18;2;6165000;201900;1124;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
312;奥利维尔-马克尚斯-普罗斯珀;Olivier-Maxence Prosper;4;3;6;66;68;66;65;74;62;68;68;68;68;61;66;68;67;23;2;灰熊;18;1;636435;202324;2918;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
313;贾冯-斯莫尔;Javon Small;1;0;6;74;66;69;63;70;55;66;62;66;68;63;68;62;66;22;0;灰熊;18;2;636435;202548;3306;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
314;贾哈迈-马沙克;Jahmai Mashack;2;1;6;63;62;63;59;70;60;65;63;66;67;62;60;63;62;22;0;灰熊;18;2;636435;202559;3317;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
315;特雷-墨菲三世;Trey Murphy III;3;4;8;73;81;86;84;84;68;76;77;82;88;79;85;79;83;25;4;鹈鹕;19;4;23431916;202117;1337;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
316;蔡恩-威廉森;Zion Williamson;4;3;9;76;90;64;73;84;72;84;76;94;68;76;82;83;82;25;6;鹈鹕;19;3;36725670;201901;150;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
317;德章泰-默里;Dejounte Murray;2;1;8;80;81;79;85;83;65;67;81;82;82;84;85;77;82;29;9;鹈鹕;19;3;29283801;201629;281;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
318;德里克-奎因;Derik Queen;5;4;8;75;85;62;77;80;75;84;67;85;55;78;79;81;80;20;0;鹈鹕;19;4;6088949;202513;3275;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
319;乔丹-普尔;Jordan Poole;1;2;8;76;72;83;86;82;62;63;72;76;88;80;84;72;79;26;6;鹈鹕;19;2;30151786;201928;651;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
320;赫伯特-琼斯;Herbert Jones;2;3;8;60;71;76;78;83;77;76;88;75;75;70;71;86;78;26;4;鹈鹕;19;2;14418270;202135;1414;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
321;萨迪克-贝;Saddiq Bey;3;4;7;71;81;76;77;79;65;77;73;78;77;72;78;75;78;26;5;鹈鹕;19;2;6333333;202019;377;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
322;约瑟-阿尔瓦拉多;Jose Alvarado;1;2;7;78;74;81;76;80;60;60;82;70;76;72;80;74;77;27;4;鹈鹕;19;2;2162866;202100;755;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
323;伊夫-米西;Yves Missi;5;4;7;62;81;54;65;82;82;84;64;79;51;64;67;84;76;20;1;鹈鹕;19;4;3193200;202421;3151;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
324;杰里迈亚-费尔斯;Jeremiah Fears;1;2;8;73;79;72;76;79;60;66;79;83;75;70;77;74;76;19;0;鹈鹕;19;4;8548407;202507;3264;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
325;凯文-卢尼;Kevon Looney;5;0;7;62;76;57;61;80;76;86;67;73;60;68;66;82;74;30;10;鹈鹕;19;2;8000000;201530;586;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
326;乔丹-霍金斯;Jordan Hawkins;2;1;7;61;70;72;72;80;66;69;73;70;75;71;69;74;71;22;2;鹈鹕;19;3;4525706;202314;2845;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
327;布莱斯-麦戈文斯;Bryce McGowens;2;3;7;71;68;77;76;72;64;68;72;76;70;60;72;70;71;22;3;鹈鹕;19;1;636435;202240;1277;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
328;卡洛-马特科维奇;Karlo Matkovic;4;5;6;67;78;65;62;74;68;73;58;73;62;55;67;69;68;24;3;鹈鹕;19;2;1883333;202252;2008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
329;德安德鲁-乔丹;DeAndre Jordan;5;0;6;50;75;50;52;74;77;77;55;75;50;50;57;74;66;35;17;鹈鹕;19;1;2269880;200835;293;0;1;0;1;0;2;0;0;0;2;0;0;0;2;0;0;0;0;0;1;0
330;迈卡-皮维;Micah Peavy;3;2;6;67;68;64;63;72;62;68;65;67;66;63;64;66;66;24;0;鹈鹕;19;4;2171346;202540;3298;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
331;特雷-亚历山大;Trey Alexander;2;1;6;69;60;62;58;71;52;66;63;62;60;60;59;62;60;22;1;鹈鹕;19;1;636435;202400;3219;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
332;亨特-迪金森;Hunter Dickinson;5;0;5;57;63;56;55;70;62;64;54;64;59;57;56;62;59;24;0;鹈鹕;19;1;636435;202500;3333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
333;维克托-文班亚马;Victor Wembanyama;5;4;10;74;87;81;80;88;94;90;78;88;84;80;88;96;92;21;2;马刺;20;3;12768664;202301;153;0;1;0;0;0;0;0;2;0;0;1;0;0;1;0;0;0;0;0;0;0
334;达龙-福克斯;De'Aaron Fox;1;0;9;82;84;84;85;88;63;67;75;87;85;84;90;77;84;28;8;马刺;20;5;53145349;201705;102;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
335;德文-瓦塞尔;Devin Vassell;3;2;8;74;78;85;84;82;68;68;79;78;87;77;84;77;81;24;5;马刺;20;4;29347826;202011;1512;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
336;斯蒂芬-卡斯尔;Stephon Castle;2;1;8;83;86;70;75;86;70;72;81;88;74;77;81;82;81;20;1;马刺;20;4;9105120;202404;3138;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
337;凯尔登-约翰逊;Keldon Johnson;3;4;7;66;86;80;77;82;70;80;74;82;78;70;79;80;80;26;6;马刺;20;2;19000000;201929;738;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
338;朱利安-尚帕尼;Julian Champagnie;3;2;7;65;73;84;82;82;72;76;75;72;84;70;77;79;79;24;3;马刺;20;2;3000000;202200;1442;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
339;哈里森-巴恩斯;Harrison Barnes;4;3;8;71;79;83;82;82;70;71;77;75;82;70;81;77;79;33;13;马刺;20;1;18000000;201207;365;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
340;迪伦-哈珀;Dylan Harper;1;2;9;79;79;70;73;81;68;67;74;80;75;72;79;75;77;19;0;马刺;20;4;14034998;202502;3260;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
341;卢克-科内特;Luke Kornet;5;0;7;69;85;55;70;81;82;88;62;82;45;40;68;85;77;30;8;马刺;20;4;10250000;201700;546;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
342;杰里米-索汉;Jeremy Sochan;4;3;7;72;79;64;68;81;74;78;76;76;65;65;72;80;76;22;3;马刺;20;2;5570040;202209;687;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
343;凯利-奥利尼克;Kelly Olynyk;5;4;7;72;76;73;80;75;63;76;65;70;70;72;76;71;73;34;12;马刺;20;1;12804878;201313;815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
344;卡特-布莱恩特;Carter Bryant;3;0;7;67;72;70;72;76;64;70;65;70;73;71;71;69;71;19;0;马刺;20;4;5854964;202514;3267;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
345;俾斯麦-比永博;Bismack Biyombo;5;0;7;56;77;50;66;81;71;83;69;72;33;54;59;80;70;33;14;马刺;20;1;2296274;201107;388;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
346;乔丹-麦克劳克林;Jordan McLaughlin;1;2;6;75;68;72;65;72;61;64;67;70;66;62;70;66;68;29;7;马刺;20;1;3000000;201800;613;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
347;林迪-沃特斯;Lindy Waters III;3;2;6;64;63;67;64;72;60;65;61;65;65;58;62;63;63;28;5;马刺;20;1;2461463;202000;1564;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
348;哈里森-英格拉姆;Harrison Ingram;3;4;7;62;68;66;62;74;62;62;60;65;64;62;62;63;63;21;1;马刺;20;1;676435;202448;3176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
349;斯坦利-乌穆德;Stanley Umude;2;3;6;66;67;66;62;71;61;62;64;64;65;62;62;63;63;26;2;马刺;20;1;676435;202300;3089;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
350;大卫-琼斯-加西亚;David Jones Garcia;3;2;6;69;66;64;55;70;55;63;68;64;63;58;61;63;63;23;1;马刺;20;1;636435;202400;3239;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
351;尼古拉-约基奇;Nikola Jokic;5;0;11;94;94;87;88;91;78;92;78;93;84;84;99;91;95;30;10;掘金;21;3;51415938;201441;82;0;7;0;5;2;0;0;0;0;0;0;0;0;0;0;0;0;1;3;1;0
352;贾马尔-穆雷;Jamal Murray;1;2;9;85;83;91;88;83;67;70;78;88;89;85;94;78;87;28;9;掘金;21;4;48803240;201607;282;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
353;阿隆-戈登;Aaron Gordon;4;3;8;72;86;81;82;85;78;80;81;82;84;78;85;85;85;30;11;掘金;21;4;31168291;201404;218;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
354;卡梅伦-约翰逊;Cameron Johnson;3;4;8;74;79;84;80;82;72;73;72;78;80;75;82;77;81;29;6;掘金;21;2;23625000;201911;737;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
355;佩顿-沃特森;Peyton Watson;4;3;7;61;81;77;74;84;78;75;76;78;74;70;75;82;79;25;3;掘金;21;2;2413560;202230;1562;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
356;克里斯蒂安-布劳恩;Christian Braun;2;3;8;73;85;71;77;86;72;75;79;82;68;65;75;82;78;23;3;掘金;21;6;21653632;202221;892;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
357;约纳斯-瓦兰丘纳斯;Jonas Valančiūnas;5;0;7;67;84;64;75;80;77;84;55;82;63;70;76;79;78;33;13;掘金;21;2;9500000;201105;702;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
358;布鲁斯-布朗;Bruce Brown;1;2;7;75;81;70;74;84;65;76;77;78;72;68;76;80;78;29;7;掘金;21;1;3080921;201842;1739;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
359;小蒂姆-哈达威;Tim Hardaway Jr.;3;2;7;65;72;87;85;77;63;64;72;72;86;78;80;69;76;33;12;掘金;21;1;3634153;201324;483;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
360;斯宾塞-琼斯;Spencer Jones;3;2;6;62;68;82;58;74;75;74;77;69;70;56;65;77;72;24;1;掘金;21;1;636435;202400;3220;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
361;朱利安-斯特劳瑟;Julian Strawther;3;2;7;60;71;80;77;75;62;60;71;70;77;70;72;67;70;24;2;掘金;21;3;2552596;202329;2920;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
362;达龙-霍姆斯二世;DaRon Holmes II;4;5;7;56;73;65;72;73;68;72;64;72;75;70;68;70;69;21;1;掘金;21;4;3065640;202422;3152;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
363;齐克-纳吉;Zeke Nnaji;4;5;6;62;70;63;62;80;72;75;61;64;62;55;62;75;68;24;5;掘金;21;3;8888889;202022;2056;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
364;杰伦-皮克特;Jalen Pickett;1;2;6;72;66;68;67;74;62;66;62;65;66;60;67;65;66;26;2;掘金;21;2;1891857;202332;2922;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
365;亨特-泰森;Hunter Tyson;4;3;6;59;70;63;63;72;63;66;61;65;65;60;62;65;64;26;2;掘金;21;2;1891857;202337;2925;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
366;柯蒂斯-琼斯;Curtis Jones;2;1;5;64;64;63;62;69;58;64;59;62;63;62;61;60;61;23;0;掘金;21;1;636435;202500;3325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
367;塔玛-贝茨;Tamar Bates;1;2;6;62;57;64;62;68;58;62;60;62;63;60;59;60;60;22;0;掘金;21;1;636435;202500;3324;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
368;安东尼-爱德华兹;Anthony Edwards;2;3;10;77;88;90;86;94;73;76;84;88;92;86;91;88;90;24;5;森林狼;22;4;42176400;202001;85;0;3;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
369;朱利叶斯-兰德尔;Julius Randle;4;5;9;79;90;78;83;88;75;82;73;90;84;85;90;84;87;31;11;森林狼;22;3;33333333;201407;252;0;3;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
370;杰登-麦克丹尼尔斯;Jaden McDaniels;3;4;8;72;84;81;83;83;80;74;88;82;80;76;83;86;85;25;5;森林狼;22;4;23017242;202028;1285;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
371;鲁迪-戈贝尔;Rudy Gobert;5;0;9;70;86;52;60;85;90;92;74;82;50;55;69;93;82;33;12;森林狼;22;3;38456896;201327;217;0;3;0;0;1;3;0;1;0;1;0;0;0;7;1;0;4;0;0;0;0
372;唐特-迪温琴佐;Donte DiVincenzo;2;3;7;79;70;86;80;82;72;72;85;78;90;68;83;82;82;29;7;森林狼;22;2;11445000;201817;443;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
373;纳兹-里德;Naz Reid;5;4;7;66;81;83;78;82;74;81;70;82;84;70;82;81;81;26;6;森林狼;22;5;25000090;201900;1215;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
374;迈克-康利;Mike Conley;1;0;8;84;65;77;82;74;58;65;76;65;75;60;78;70;75;38;18;森林狼;22;1;9975962;200704;247;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
375;纳肖恩-海兰德;Bones Hyland ;1;2;6;71;74;75;75;78;57;62;67;74;78;60;75;67;71;25;4;森林狼;22;1;2461643;202126;1026;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
376;乔-英格尔斯;Joe Ingles;3;4;7;74;69;77;77;72;58;64;70;70;75;65;74;65;71;38;11;森林狼;22;1;3600000;200900;333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
377;罗布-迪林厄姆;Rob Dillingham;1;2;8;72;70;75;71;74;54;61;68;75;72;70;74;65;70;20;1;森林狼;22;4;6262920;202408;3140;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
378;伦纳德-米勒;Leonard Miller;4;3;6;59;72;68;64;78;73;71;69;73;63;62;66;75;70;21;2;森林狼;22;2;1891857;202333;2863;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
379;约翰尼-朱赞;Johnny Juzang;3;2;6;63;69;77;76;75;67;65;66;64;74;61;69;68;70;24;3;森林狼;22;1;676435;202200;1634;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
380;杰伦-克拉克;Jaylen Clark;2;1;6;64;71;68;65;71;61;68;70;76;65;62;65;68;66;24;2;森林狼;22;1;1553358;202353;2936;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
381;若昂-贝兰热;Joan Beringer;5;4;7;60;72;60;58;74;66;67;61;70;60;61;63;67;65;18;0;森林狼;22;4;5082910;202517;3277;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
382;小特伦斯-香农;Terrence Shannon Jr.;2;3;6;66;69;71;63;72;61;66;64;72;69;60;66;65;65;24;1;森林狼;22;4;2546640;202427;3157;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
383;恩里克-弗里曼;Enrique Freeman;4;5;6;56;70;55;59;72;63;69;50;70;61;64;60;63;62;24;1;森林狼;22;1;636435;202450;3178;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
384;罗科-齐卡尔斯基;Rocco Zikarsky;5;0;6;54;70;58;55;69;62;64;51;67;60;61;59;61;60;19;0;森林狼;22;2;657738;202545;3303;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
385;德尼-阿夫迪亚;Deni Avdija;3;4;9;83;89;82;80;86;72;79;70;92;87;80;90;80;86;25;5;开拓者;23;3;15625000;202009;340;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
386;朱-霍乐迪;Jrue Holiday;1;2;9;85;77;82;80;82;72;74;86;75;85;72;86;84;85;35;16;开拓者;23;3;30000000;200917;111;0;2;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;2;0
387;达米安-利拉德;Damian Lillard;1;0;10;85;84;91;88;86;64;67;70;85;92;85;94;74;85;35;13;开拓者;23;3;13866666;201206;45;226;9;0;1;4;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
388;杰拉米-格兰特;Jerami Grant;4;3;7;69;78;85;84;82;72;70;70;82;85;80;84;76;80;31;11;开拓者;23;3;29793104;201439;476;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
389;图马尼-卡马拉;Toumani Camara;3;4;8;65;75;79;70;81;78;78;81;76;84;65;74;83;80;26;2;开拓者;23;5;16844335;202352;2935;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
390;谢登-夏普;Shaedon Sharpe;2;3;8;67;85;78;78;89;68;70;75;88;84;80;81;79;80;22;3;开拓者;23;5;19679996;202207;724;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
391;罗伯特-威廉姆斯;Robert Williams;5;4;7;60;83;56;71;78;84;85;68;80;63;65;70;84;78;28;7;开拓者;23;1;12428571;201827;314;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
392;多诺万-克林根;Donovan Clingan;5;0;8;62;80;68;58;81;83;89;65;82;67;52;69;86;78;20;1;开拓者;23;4;6836400;202407;1921;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
393;斯科特-亨德森;Scoot Henderson;1;2;8;78;76;78;78;85;57;62;73;80;76;73;81;72;77;21;2;开拓者;23;3;10259449;202303;501;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
394;马蒂斯-塞布尔;Matisse Thybulle;3;2;7;62;70;79;74;85;74;60;88;67;77;68;70;80;76;28;6;开拓者;23;1;11025000;201920;661;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
