No;name;nameBirth;positionFirst;positionSecond;potential;skillPass;skillShotInterior;skillShotExterior;skillShotFree;skillPhysique;skillBlock;skillRebound;skillSteal;tendencyIn;tendencyEx;tendencyFr;ATT;DEF;Ranks;age;yearsLeague;team;teamID;yearsContract;salary;stateInjury;draft;image;info;allStars;allStarsMvps;allTeam1;allTeam2;allTeam3;best3ptsers;bestBlockers;bestPassers;bestRebounders;bestRookie;bestScorers;bestStealers;defTeam1;defTeam2;dpoy;fmvps;mvps;rings;sixmans
113;安德烈-德拉蒙德;Andre Drummond;5;0;8;62;86;58;65;87;80;94;67;85;50;64;70;89;80;22;3;活塞;8;1;3270000;0;201209;206;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
114;雷吉-杰克逊;Reggie Jackson;1;2;8;81;80;77;78;84;63;66;72;82;79;77;83;74;79;25;4;活塞;8;4;14000000;0;201124;240;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
115;马库斯-莫里斯;Marcus Morris;3;4;8;67;78;80;83;82;68;74;71;76;76;83;79;76;79;26;4;活塞;8;2;5000000;0;201114;1330;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
116;托拜厄斯-哈里斯;Tobias Harris;3;4;8;62;84;79;77;85;67;76;70;82;80;75;78;77;78;23;4;活塞;8;4;14000000;0;201119;487;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
117;肯塔维厄斯-考德威尔-波普;Kentavious Caldwell-Pope;2;3;7;66;74;79;82;83;65;66;76;74;77;76;76;75;76;22;2;活塞;8;2;2890000;0;201308;541;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
118;斯潘塞-丁威迪;Spencer Dinwiddie;1;2;8;74;74;70;76;77;66;68;72;72;65;70;74;72;73;22;1;活塞;8;2;850000;0;201438;208;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
119;阿隆-贝恩斯;Aron Baynes;5;4;7;62;75;59;71;78;72;76;64;70;55;62;66;75;71;29;3;活塞;8;2;6500000;0;0;379;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
120;斯坦利-约翰逊;Stanley Johnson;2;3;7;62;71;67;66;82;66;70;72;72;68;65;65;75;69;19;0;活塞;8;3;2840000;0;201508;1235;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
121;安东尼-托利弗;Anthony Tolliver;3;4;6;60;68;74;71;75;67;68;66;65;72;68;67;69;69;30;7;活塞;8;1;3000000;0;0;698;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
122;史蒂夫-布雷克;Steve Blake;1;2;6;73;65;79;68;72;62;63;64;65;74;64;72;64;69;35;12;活塞;8;1;2170000;0;200339;893;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
123;雷吉-布洛克;Reggie Bullock;2;3;7;62;67;80;72;73;62;65;70;65;75;67;70;68;69;24;2;活塞;8;1;1250000;0;201325;904;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
124;约迪-米克斯;Jodie Meeks;2;1;6;63;67;81;69;74;62;64;67;65;75;67;69;67;68;28;6;活塞;8;2;6270000;0;200941;1313;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
125;达伦-希尔拉德;Darrun Hilliard;2;3;5;63;64;71;65;73;62;67;67;67;70;65;65;67;66;22;0;活塞;8;1;530000;0;201538;2233;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
126;贾斯汀-哈珀;Justin Harper;4;5;5;55;72;65;61;75;67;65;61;67;65;66;63;67;65;26;4;活塞;8;1;100000;0;201132;1021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
127;乔尔-安东尼;Joel Anthony;5;4;5;60;69;50;60;74;69;71;61;67;50;60;59;70;65;33;8;活塞;8;1;2500000;0;0;798;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
128;保罗-乔治;Paul George;3;4;10;73;83;89;87;86;74;77;86;82;88;88;88;85;88;25;5;步行者;9;3;17000000;0;201010;139;0;2;0;0;0;2;0;0;0;0;0;0;0;1;1;0;0;0;0;0
129;乔治-希尔;George Hill;1;2;7;77;73;81;72;77;64;66;75;70;75;71;77;73;75;29;7;步行者;9;2;8000000;0;200826;326;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
130;迈尔斯-特纳;Myles Turner;5;0;8;58;75;75;74;78;79;73;62;74;68;75;73;77;75;19;0;步行者;9;4;2360000;0;201511;307;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
131;蒙塔-艾利斯;Monta Ellis;2;1;8;72;78;74;84;76;62;64;70;75;73;81;77;69;73;30;10;步行者;9;2;10300000;0;200540;174;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
132;CJ-迈尔斯;C.J. Miles;3;2;6;66;67;80;74;81;68;66;72;67;75;70;72;73;73;28;10;步行者;9;2;4390000;0;200534;606;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
133;伊安-马辛米;Ian Mahinmi;5;0;5;60;80;54;60;78;76;78;57;75;55;57;64;76;71;29;8;步行者;9;1;4000000;0;200528;1267;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
134;乔丹-希尔;Jordan Hill;4;5;6;60;74;61;71;78;70;77;62;70;55;65;65;74;70;28;6;步行者;9;1;4000000;0;200908;325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
135;泰-劳森;Ty Lawson;1;2;7;75;72;68;70;74;65;65;67;68;65;71;72;68;70;28;6;步行者;9;1;270000;0;200918;253;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
136;所罗门-希尔;Solomon Hill;3;2;6;62;67;71;67;78;69;67;72;65;69;67;65;73;70;24;2;步行者;9;1;1360000;0;201323;1570;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
137;格伦-罗宾逊三世;Glenn Robinson III;1;2;6;63;68;71;69;85;67;65;72;66;68;63;66;75;70;21;1;步行者;9;3;850000;0;201440;591;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
138;罗德尼-斯塔基;Rodney Stuckey;2;1;6;67;72;67;74;78;62;65;67;72;68;75;70;68;69;29;8;步行者;9;2;6500000;0;200715;679;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
139;拉沃伊-艾伦;Lavoy Allen;4;3;6;61;76;60;67;78;68;72;67;68;58;67;65;73;69;26;4;步行者;9;2;3700000;0;201150;786;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
140;乔-杨;Joseph Young;1;0;6;68;65;72;66;74;60;64;67;65;74;62;68;66;67;23;0;步行者;9;2;1000000;0;201543;2254;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
141;谢恩-惠廷顿;Shayne Whittington;4;3;6;60;74;57;68;78;61;71;59;65;58;71;64;68;66;24;1;步行者;9;1;850000;0;0;5001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
142;拉基姆-克里斯玛斯;Rakeem Christmas;4;0;5;62;70;65;60;72;62;70;66;70;62;55;63;67;65;24;0;步行者;9;2;1000000;0;201536;1158;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
143;克里斯-米德尔顿;Khris Middleton;3;2;9;74;78;86;85;84;67;71;74;76;84;87;85;76;82;24;3;雄鹿;10;2;15000000;0;201239;276;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
144;扬尼斯-阿德托昆博;Giannis Antetokounmpo;4;3;10;74;88;66;70;87;76;82;72;87;69;70;79;84;82;19;2;雄鹿;10;2;1950000;0;201315;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
145;贾巴里-帕克;Jabari Parker;3;4;8;64;84;69;74;81;67;73;68;84;70;82;76;74;76;20;1;雄鹿;10;3;5150000;0;201402;642;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
146;迈克尔-卡特-威廉姆斯;Michael Carter Williams;1;2;7;80;76;65;73;78;65;72;75;77;62;74;75;75;75;24;2;雄鹿;10;2;2400000;0;201311;538;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
147;格雷格-门罗;Greg Monroe;5;4;7;63;83;59;69;80;71;83;60;82;58;65;71;78;74;25;5;雄鹿;10;3;16000000;0;201007;275;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
148;约翰-亨森;John Henson;5;4;7;61;75;58;73;80;83;72;67;75;58;68;68;80;74;25;3;雄鹿;10;1;2940000;0;201214;503;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
149;杰里-贝勒斯;Jerryd Bayless;1;2;6;71;70;85;73;77;62;63;68;67;80;70;76;68;73;27;7;雄鹿;10;2;3000000;0;200811;193;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
150;OJ-梅奥;O.J. Mayo;2;3;7;64;66;71;78;76;64;65;67;67;75;69;69;68;69;28;7;雄鹿;10;1;8000000;0;200803;274;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
151;约翰尼-奥布莱恩特;Johnny O'Bryant III;4;5;7;60;68;68;69;80;66;70;59;67;68;61;65;70;68;22;1;雄鹿;10;3;850000;0;201436;802;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
152;格雷维斯-瓦斯奎兹;Greivis Vásquez;2;1;8;75;65;68;67;73;61;62;67;65;67;68;68;65;67;28;5;雄鹿;10;1;6600000;0;201028;1513;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
153;迈尔斯-普拉姆利;Miles Plumlee;4;5;8;60;76;55;60;76;73;74;62;68;60;54;61;73;67;27;3;雄鹿;10;1;2110000;0;201226;1396;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
154;史蒂夫-诺瓦克;Steve Novak;3;4;6;60;64;82;80;72;60;63;58;63;73;74;70;61;67;32;9;雄鹿;10;1;420000;0;200632;1370;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
155;泰勒-恩尼斯;Tyler Ennis;1;2;6;71;65;69;65;73;60;62;64;67;65;68;67;64;66;21;1;雄鹿;10;2;1650000;0;201418;956;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
156;拉沙德-沃恩;Rashad Vaughn;2;3;6;60;67;70;71;74;61;67;60;68;76;66;67;65;66;19;0;雄鹿;10;2;1730000;0;201517;2210;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
157;克里斯-科普兰;Chris Copeland;4;3;5;60;67;71;65;76;60;68;60;66;72;72;66;66;66;31;3;雄鹿;10;1;1100000;0;0;5001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
158;达米恩-英格里斯;Damien Inglis;3;4;6;60;74;64;67;80;61;71;57;66;63;61;63;67;66;20;0;雄鹿;10;1;860000;0;201431;1596;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
159;贾里德-康宁汉姆;Jared Cunningham;2;3;5;64;65;68;72;74;64;65;61;64;68;70;66;65;65;24;3;雄鹿;10;1;980000;0;201224;1126;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
160;艾尔-霍福德;Al Horford;5;4;9;75;88;76;80;85;83;84;72;82;73;76;85;87;86;29;8;老鹰;11;1;12000000;0;200703;110;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
161;保罗-米尔萨普;Paul Millsap;4;5;8;70;84;70;76;82;78;82;70;84;74;80;80;82;81;30;9;老鹰;11;2;19000000;0;200647;277;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
162;杰夫-蒂格;Jeff Teague;1;0;8;82;76;83;72;81;62;65;74;80;75;73;82;73;78;27;6;老鹰;11;2;8800000;0;200919;444;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
163;肯特-贝兹莫尔;Kent Bazemore;3;2;7;67;72;76;73;79;67;71;72;71;73;68;72;74;74;26;3;老鹰;11;1;2000000;0;0;850;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
164;丹尼斯-施罗德;Dennis Schröder;1;2;8;75;73;71;77;79;60;64;76;74;70;77;76;72;74;22;2;老鹰;11;2;1760000;0;201317;667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
165;凯尔-科沃尔;Kyle Korver;2;3;7;66;66;90;82;72;63;62;63;65;84;73;77;64;71;34;12;老鹰;11;2;5500000;0;200352;249;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
166;小蒂姆-哈达威;Tim Hardaway Jr.;2;3;7;67;68;78;71;78;65;64;67;70;83;77;73;69;71;23;2;老鹰;11;2;1300000;0;201324;483;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
167;蒂亚戈-斯普利特;Tiago Splitter;5;0;7;60;74;58;71;74;74;77;61;72;60;66;67;74;71;30;5;老鹰;11;2;8500000;0;200728;1466;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
168;迈克-斯科特;Mike Scott;4;3;6;60;70;72;73;76;67;72;65;70;68;69;69;71;70;27;3;老鹰;11;2;3330000;0;201243;1460;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
169;迈克-穆斯卡拉;Mike Muscala;5;4;6;60;67;77;72;74;67;70;62;67;75;72;71;69;70;24;2;老鹰;11;2;950000;0;201344;1344;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
170;萨博-塞弗罗萨;Thabo Sefolosha;2;3;6;63;70;71;70;75;66;65;74;65;70;67;67;71;69;31;9;老鹰;11;2;4000000;0;200613;662;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
171;克里斯-亨弗里斯;Kris Humphries;4;5;6;62;74;65;70;73;68;72;63;73;62;66;67;70;69;30;11;老鹰;11;1;390000;0;200414;1046;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
172;沃尔特-塔瓦雷斯;Walter Tavares;5;0;5;60;71;57;60;79;76;73;59;68;57;60;62;75;69;23;0;老鹰;11;1;1000000;0;201443;1480;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
173;柯克-辛里奇;Kirk Hinrich;1;2;6;74;65;73;71;70;60;62;65;64;70;67;71;63;68;34;12;老鹰;11;1;2870000;0;200307;328;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
174;拉马尔-帕特森;Lamar Patterson;2;3;5;60;72;68;65;73;60;66;62;68;70;76;66;64;65;24;0;老鹰;11;1;530000;0;201448;1378;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
175;肯巴-沃克;Kemba Walker;1;0;9;80;79;87;80;82;63;66;70;81;87;80;88;72;81;25;4;黄蜂;12;4;12000000;0;201109;155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
176;尼古拉斯-巴图姆;Nicolas Batum;3;4;8;80;74;83;79;78;67;75;73;74;80;79;82;75;80;27;7;黄蜂;12;1;12240000;0;200825;188;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
177;艾尔-杰弗森;Al Jefferson;5;4;8;64;83;58;77;78;71;80;61;78;60;79;74;76;75;30;11;黄蜂;12;2;13800000;0;200415;237;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
178;林书豪;Jeremy Lin;1;2;8;77;76;73;80;78;63;65;72;75;72;74;78;71;75;27;5;黄蜂;12;1;2100000;0;0;124;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
179;迈克尔-基德-吉尔克里斯特;Michael Kidd-Gilchrist;3;2;7;65;82;65;68;82;68;74;75;80;62;64;69;77;74;22;3;黄蜂;12;1;6330000;0;201202;1072;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
180;马文-威廉姆斯;Marvin Williams;4;3;7;62;72;82;78;77;68;75;68;70;80;72;75;74;74;29;10;黄蜂;12;1;7000000;0;200502;1533;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
181;科迪-泽勒;Cody Zeller;5;4;7;62;77;61;64;83;74;77;62;80;58;62;68;78;73;23;2;黄蜂;12;2;4200000;0;201304;1623;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
182;考特尼-李;Courtney Lee;2;3;6;69;66;77;72;76;65;64;70;68;70;69;70;69;70;30;7;黄蜂;12;1;5680000;0;200822;580;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
183;杰里米-兰姆;Jeremy Lamb;2;1;7;62;73;71;77;78;64;67;65;71;69;74;70;69;69;23;3;黄蜂;12;1;3310000;0;201212;571;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
184;弗兰克-卡明斯基;Frank Kaminsky;4;5;6;65;69;71;66;78;64;68;62;70;73;64;69;69;69;22;0;黄蜂;12;2;2600000;0;201509;534;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
185;斯宾塞-霍伊斯;Spencer Hawes;5;0;6;68;67;72;64;78;63;70;60;70;71;68;69;69;69;27;8;黄蜂;12;1;5540000;0;200710;521;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
186;特洛伊-丹尼尔斯;Troy Daniels;2;0;6;61;63;80;68;77;61;61;62;66;78;64;68;65;66;24;2;黄蜂;12;1;950000;0;0;923;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
187;豪尔赫-古铁雷兹;Jorge Gutierrez;1;0;5;64;63;65;62;75;60;64;62;65;69;65;63;65;64;27;2;黄蜂;12;1;300000;0;0;5001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
188;阿隆-哈里森;Aaron Harrison;2;0;5;62;64;66;62;73;61;63;63;66;72;66;63;64;63;19;0;黄蜂;12;1;530000;0;0;5001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
189;泰勒-汉斯布鲁;Tyler Hansbrough;2;3;5;60;64;60;63;74;62;67;60;68;58;60;58;65;61;30;6;黄蜂;12;1;1190000;0;200913;1038;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
190;克里斯-波什;Chris Bosh;4;5;9;66;81;78;86;84;75;81;71;79;76;83;81;82;82;31;12;热火;13;4;22190000;0;200304;93;0;10;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
191;德维恩-韦德;Dwyane Wade;2;1;10;81;87;73;82;84;74;70;78;87;73;80;83;80;82;33;12;热火;13;2;20000000;0;200305;75;0;11;1;2;3;3;0;0;0;0;0;1;0;0;3;0;1;0;3;0
192;哈桑-怀特塞德;Hassan Whiteside;5;0;8;60;87;60;70;85;90;89;62;84;60;70;73;90;82;26;5;热火;13;1;980000;0;201033;510;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
193;戈兰-德拉季奇;Goran Dragic;1;2;8;81;79;78;80;80;63;66;73;79;73;77;83;73;78;29;7;热火;13;5;14780000;0;200845;205;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
194;乔-约翰逊;Joe Johnson;3;2;7;72;76;83;85;76;62;66;68;72;75;71;79;68;75;34;14;热火;13;1;410000;0;200110;164;0;7;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
195;洛尔-邓;Luol Deng;3;4;7;67;75;72;68;79;68;73;74;72;71;64;69;75;73;30;11;热火;13;1;10150000;0;200407;437;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
196;贾斯蒂斯-温斯洛;Justise Winslow;3;4;7;64;70;62;67;85;71;73;75;72;64;62;64;79;72;19;0;热火;13;4;2378000;0;201510;1550;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
197;约什-理查德森;Josh Richardson;2;3;7;66;67;75;71;79;67;66;76;66;72;70;69;74;71;22;0;热火;13;1;530000;0;201540;259;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
198;杰拉德-格林;Gerald Green;2;3;6;62;69;71;72;82;64;66;71;70;70;68;67;72;70;29;10;热火;13;1;1360000;0;200518;994;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
199;泰勒-约翰逊;Tyler Johnson;1;0;6;73;69;72;73;74;62;63;66;72;67;69;73;66;70;23;1;热火;13;1;850000;0;0;740;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
200;阿玛雷-斯塔德迈尔;Amar'e Stoudemire;4;5;8;64;80;62;74;74;67;72;62;70;62;69;70;69;70;33;13;热火;13;1;1500000;0;200209;144;0;6;0;1;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
201;本诺-尤德里;Beno Udrih;1;0;6;71;64;68;72;72;61;64;66;64;65;62;67;66;67;33;11;热火;13;2;2170000;0;200428;1599;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
202;犹多尼斯-哈斯勒姆;Udonis Haslem;4;0;7;64;68;60;71;74;68;69;64;68;60;65;65;69;67;35;12;热火;13;1;2850000;0;0;492;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0
203;约什-麦克罗伯茨;Josh McRoberts;4;5;6;62;67;62;65;71;67;70;63;68;62;64;63;68;66;28;8;热火;13;2;5540000;0;200737;1292;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
204;布里安特-韦伯;Briante Weber;1;0;5;68;67;65;70;72;65;63;65;67;68;62;67;66;66;23;0;热火;13;1;10000;0;0;1539;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
205;贾内尔-斯托克斯;Jarnell Stokes;2;1;8;62;69;70;73;72;63;65;63;70;71;71;68;65;66;21;1;热火;13;1;850000;0;201435;1471;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
206;尼古拉-武切维奇;Nikola Vucevic;5;0;8;67;85;74;84;83;71;80;61;84;71;80;82;78;80;25;4;魔术;14;4;11250000;0;201116;322;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
207;维克托-奥拉迪波;Victor Oladipo;2;1;9;74;77;76;82;87;65;67;79;78;77;80;79;78;79;23;2;魔术;14;2;5190000;0;201302;179;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
208;阿隆-戈登;Aaron Gordon;4;5;9;67;83;66;72;85;73;76;72;78;66;68;74;80;77;20;1;魔术;14;3;4316842;0;201404;218;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
209;埃文-富尼耶;Evan Fournier;2;1;8;70;77;84;78;82;65;65;74;75;77;72;78;74;76;23;3;魔术;14;1;2290000;0;201220;470;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
210;德维恩-戴德蒙;Dewayne Dedmon;5;0;6;62;74;61;66;78;80;77;64;70;60;67;66;79;73;26;2;魔术;14;1;950000;0;0;911;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211;埃尔弗里德-佩顿;Elfrid Payton;1;0;7;76;74;66;69;77;65;67;73;74;68;64;72;72;72;21;1;魔术;14;3;2710000;0;201410;1382;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
212;马里奥-赫佐尼亚;Mario Hezonja;3;2;7;64;72;69;72;78;67;69;71;68;67;79;69;72;72;20;0;魔术;14;2;3740000;0;201505;499;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
213;艾森-伊利亚索瓦;Ersan Ilyasova;4;3;6;60;68;81;74;78;67;72;62;67;75;72;71;71;71;28;9;魔术;14;2;7900000;0;200536;732;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
214;布兰顿-詹宁斯;Brandon Jennings;1;0;7;71;67;75;71;77;62;65;67;66;72;70;71;68;70;26;6;魔术;14;1;8400000;0;200910;334;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
215;贾森-史密斯;Jason Smith;5;4;6;62;70;63;79;75;70;70;60;65;61;72;68;70;69;29;8;魔术;14;2;4310000;0;200720;2128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
216;安德鲁-尼克尔森;Andrew Nicholson;4;3;6;60;72;70;60;78;72;71;65;68;65;61;65;73;69;26;3;魔术;14;1;2380000;0;201219;1358;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
217;沙巴兹-内皮尔;Shabazz Napier;1;2;6;73;68;70;71;76;60;64;67;67;71;68;71;67;69;24;1;魔术;14;3;1290000;0;201424;1351;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
218;戴文-马布尔;Roy Devyn Marble;2;3;5;61;70;67;69;78;60;66;72;64;70;71;65;70;67;23;1;魔术;14;1;850000;0;201456;919;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
219;CJ-沃特森;C.J. Watson;2;1;5;73;64;65;67;74;61;62;64;67;65;64;66;65;65;31;8;魔术;14;2;5000000;0;0;3025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
220;基斯-阿波利;Keith Appling;1;0;5;72;67;58;68;72;63;65;58;68;58;62;64;63;64;23;0;魔术;14;2;160000;0;0;5001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
221;约翰-沃尔;John Wall;1;2;9;89;86;77;78;87;65;69;76;82;77;85;88;78;84;25;5;奇才;15;3;14500000;0;201001;154;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
222;布拉德利-比尔;Bradley Beal;2;1;9;72;77;86;85;83;64;69;74;78;83;82;83;75;79;22;3;奇才;15;1;5000000;0;201203;91;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
223;马尔钦-戈塔特;Marcin Gortat;5;0;7;67;83;62;73;81;79;87;62;80;60;70;74;83;79;31;8;奇才;15;4;11000000;0;200557;473;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
224;奥托-波特;Otto Porter Jr.;3;4;7;66;72;84;71;82;67;72;72;73;79;72;74;75;76;22;2;奇才;15;2;4660000;0;201303;394;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
225;马基夫-莫里斯;Markieff Morris;4;5;7;65;74;70;76;82;68;73;63;72;69;71;72;74;73;26;4;奇才;15;4;8080000;0;201113;626;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
226;贾里德-杜德利;Jared Dudley;3;2;6;67;66;82;68;78;64;66;63;66;75;65;70;68;70;30;8;奇才;15;1;4250000;0;200722;945;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
