image;name;nameBirth;potential;positionFirst;positionSecond;skillPass;skillShotInterior;skillShotExterior;skillShotFree;skillPhysique;skillBlock;skillRebound;skillSteal;tendencyIn;tendencyEx;tendencyFr;ATT;DEF;Ranks;age;draft;info
1704;迈尔斯-鲍威尔;MYLES POWELL;9;1;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
1712;本-本蒂尔;Ben Bentil;7;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
1714;科里-本杰明;Corey Benjamin;7;2;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
1720;克里斯-波特;Chris Porter;7;3;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
1743;厄内斯特-布朗;Ernest Brown;9;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
1762;马库斯-邓蒙;Marcus Denmon;8;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
1792;马休-弗雷杰;Matt Freije;7;2;1;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
1799;奥尔顿-福特;Alton Ford;7;2;1;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
1808;杰里安-格兰特;Jerian Grant;8;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
1816;东特-格林;Donte Greene;7;3;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
1820;布兰登-古德温;BRANDON GOODWIN;9;2;1;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
1822;莱斯特-哈德森;Lester Hudson;10;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
1825;安德鲁-哈里森;Andrew Harrison;8;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
1826;杰伦-哈里斯;JALEN HARRIS;7;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
1837;唐奈尔-哈维;Donnell Harvey;7;4;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
1845;阿什顿-黑根斯;ASHTON HAGANS;8;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
1859;D.J.-怀特;D.J. White;7;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
1885;丹-加祖里奇;Dan Gadzuric;7;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
1890;达内尔-杰克逊;Darnell Jackson;8;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
1891;富兰克林-杰克逊;FRANKLIN JACKSON;8;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
1893;格兰特-杰雷特;Grant Jerrett;7;4;5;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
1899;路易斯-金;LOUIS KING;7;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
1930;西热力江-木合塔尔;Xirelijiang Muhetaer;8;1;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
1948;埃里克-莱利;Eric Riley;8;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
1951;贾斯汀-赖特-福尔曼;Justin Wright-Foreman;8;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
1952;查森-兰德尔;Chasson Randle;7;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
1953;马齐-兰佩;Maciej Lampe;7;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
1957;普雷斯特-劳德戴尔;Priest Lauderdale;7;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
1966;克里斯-理查德;Chris Richard;7;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
1968;泰-利夫;T.J. Leaf;8;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
1997;洛卡斯-马弗洛克法利迪斯;Loukas Mavrokefalidis;7;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
2003;杰森-马克希尔;Jason Maxiell;7;5;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
2012;克里斯托弗-麦卡洛;Chris McCullough;7;4;1;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
2013;阿马尔-麦卡斯基尔;Amal McCaskill;7;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
2016;拉沙德-麦坎茨;Rashad McCants;7;2;1;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
2023;丹-麦克林托克;Dan McClintock;7;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
2029;弗兰克-梅森;FRANK MASON;8;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
2034;安东尼-米勒;Anthony Miller;7;3;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
2060;马里克-纽曼;MALIK NEWMAN;7;2;1;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
2074;德维恩-培根;Dwayne Bacon;8;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
2078;约翰-佩特罗;Johan Petro;8;5;1;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
2079;蒂姆-皮科特;Tim Pickett;9;2;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
2085;A.J.-普莱斯;A.J. Price;8;1;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
2091;拉隆-普罗菲特;Laron Profit;8;2;1;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
2102;丹泰-琼斯;Dontae' Jones;7;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
2103;所罗门-琼斯;Solomon Jones;8;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
2108;索麦拉-萨马基;Soumaila Samake;7;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
2112;凯弗-赛克斯;Keifer Sykes;7;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
2116;亚卡尔-桑普森;Jakarr Sampson;7;4;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
2120;马里奥-沙约克;MARIAL SHAYOK;8;2;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
2121;高德-山姆高德;God Shammgod;9;1;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
2124;萨乌留斯-斯托姆贝加斯;Saulius Stombergas;7;3;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
2154;莫里斯-泰勒;Maurice Taylor;7;4;5;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
2193;克拉伦斯-威姆斯;Sonny Weems;10;2;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
2199;奎因达里-韦瑟斯庞;Quinndary Weatherspoon;8;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
2200;德隆蒂-韦斯特;Delonte West;8;2;1;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
2221;特里蒙特-沃特斯;Tremont Waters;9;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
2229;科比-西蒙斯;KOBI SIMMONS;7;2;1;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
2254;约瑟夫-杨;Joseph Young;10;1;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
2255;杜锋;Du Feng;8;3;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
2260;达卡里-约翰逊;Dakari Johnson;8;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
2261;约翰逊-奥多姆;Darius Johnson-Odom;7;1;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
2265;亚历山大-约翰逊;Alexander Johnson;7;4;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
2318;张彬;Zhang Bin;7;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
2320;黄云龙;Huang Yunlong;8;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
2331;塞德里克-西蒙斯;Cedric Simmons;7;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
2475;王睿泽;Wang Ruize;8;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
2589;赵继伟;Zhao Jiwei;10;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
2627;赵睿;Zhao Rui;9;2;1;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
2683;埃迪-埃利斯马;Eddie Elisma;7;4;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
2736;科里-海塔沃尔;Cory Hightower;7;3;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
2758;弗雷德-琼斯;Fred Jones;8;2;1;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
2784;杰克逊-弗罗曼;Jackson Vroman;7;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
2785;皮特-拉莫斯;Peter John Ramos;8;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
2787;多塔-史密斯;Donta Smith;8;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
2789;大卫-杨;David Young;7;3;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
2816;西恩-威廉姆斯;Sean Williams;8;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
2819;多米尼克-麦克奎尔;Dominic McGuire;8;3;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
2836;李根;Li Gen;8;3;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
2837;刘晓宇;Liu Xiaoyu;9;2;1;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
2838;赵泰隆;Zhao Tailong;8;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
2839;罗凯文;Luo Kaiwen;8;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
2840;李晓旭;Li Xiaoxu;8;4;5;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
2844;马库斯-海斯里普;Marcus Haislip;8;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
2860;朱俊龙;Zhu Junlong;8;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
2862;特奎维恩-史密斯;TERQUAVION SMITH;9;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
2874;威尔-拜纳姆;Will Bynum;8;2;1;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
2883;徐杰;Xu Jie;9;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
2884;孙铭徽;Sun Minghui;9;1;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
2890;付豪;Fu Hao;8;5;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
2902;李添荣;Li Tianrong;8;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
2905;高诗岩;Gao Shiyan;8;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
2961;亚历克斯-波伊恩雷斯;Alex Poythress;7;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
2962;马尔科姆-德莱尼;Malcolm Delaney;8;1;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
2966;安东尼奥-布莱克尼;Antonio Blakeney;9;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
2988;安赫尔-德尔加多;Ángel Delgado;7;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
2995;萨拉赫-梅杰里;Salah Mejri;7;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
2999;小沃尔特-莱蒙;WALTER LEMON JR;8;1;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
3001;阿兰-威廉姆斯;Alan Williams;7;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
3002;乔纳森-西蒙斯;Jonathon Simmons;7;2;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
3003;兰斯-托马斯;Lance Thomas;7;4;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
3028;哈马德-哈达迪;Hamed Haddadi;10;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
3032;安东尼-罗伯森;Anthony Roberson;7;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
3034;约翰-卢卡斯;John Lucas III;8;2;1;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
3036;达米恩-威尔金斯;Damien Wilkins;7;2;1;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
3039;沙福里克-兰多夫;Shavlik Randolph;9;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
3045;奥塞罗-亨特;Othello Hunter;7;5;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
3046;兰多夫-莫里斯;Randolph Morris;10;5;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
3051;詹姆斯-辛格尔顿;James Singleton;8;4;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
3054;唐纳德-斯隆;Donald Sloan;8;1;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
3057;曼尼-哈里斯;Manny Harris;8;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
3058;萨马尔多-萨缪尔斯;Samardo Samuels;7;5;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
3061;D.J.-肯尼迪;D.J.Kennedy;7;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
3062;杰夫-阿德里恩;Jeff Adrien;7;4;5;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
3063;考特尼-福特森;Courtney Fortson;8;2;1;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
3064;桑迪亚塔-盖恩斯;Sundiata Gaines;7;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
3069;杰罗姆-戴森;Jerome Dyson;7;1;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
3075;克里斯-约翰逊;Chris Johnson;7;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
3078;贾斯汀-邓特蒙;Justin Dentmon;8;1;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
3079;加里-福布斯;Gary Forbes;8;3;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
3081;布雷克-阿赫恩;Blake Ahearn;7;1;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
3082;卡蒂尔-马丁;Cartier Martin;7;3;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
3086;阿兰-安德森;Alan Anderson;7;2;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
3093;杜普-里斯;Doup Reath;8;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
3101;马克-斯特里克兰德;Mark Strickland;7;4;5;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
3135;杜润旺;Du Runwang;7;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
3136;廖三宁;Liao Sanning;10;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
3186;泽维尔-芒福德;Xavier Munford;7;2;1;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
3200;亨利-希姆斯;Henry Sims;7;5;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
3208;马库斯-索顿;Marcus Terrell Thornton;8;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
3241;赵岩昊;Zhao Yanhao;9;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5001;昆汀-皮特森;QJ Peterson;8;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5002;尼古拉斯-拉科塞维奇;Nicholas Rakocevic;8;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5003;崔晋铭;Cui Jinming;8;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5004;钟诚;Zhong Cheng;8;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5005;吴昌泽;Wu Changze;6;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5006;代怀博;Dai Huaibo;6;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5007;刘天意;Liu Tianyi;7;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5008;丁皓然;Ding Haoran;6;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5009;赵晏满;Zhao Yanman;7;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5010;王梓旭;Wang Zixu;6;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5011;李安;Li An;6;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5012;彭森傲;Peng Senao;6;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5013;付博文;Fu Bowen;6;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5014;孔德高;Kong Degao;6;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5015;蔡林翰;Cai Linhan;6;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5016;凯尔-弗格;Kyle Fogg;9;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5017;韩德君;Han Dejun;9;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5018;赵率舟;Zhao Shuaizhou;7;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5019;丛明晨;Cong Mingchen;6;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5020;刘雁宇;Liu Yanyu;6;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5021;鄢手骐;Yan Shouqi;6;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5022;周俊成;Zhou Juncheng;6;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5023;俞泽辰;Yu Zechen;6;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5024;李虎翼;Li Huyi;6;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5025;张峻豪;Zhang Junhao;6;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5026;卢梓杰;Lu Zijie;5;5;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5027;特洛伊-吉伦沃特;Troy Gillenwater;9;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5028;贾诚;Jia Cheng;6;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5029;张辉;Zhang Hui;7;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5030;乔文瀚;Qiao Wenhan;6;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5031;焦海龙;Jiao Hailong;6;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5032;刘毅;Liu Yi;6;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5033;侯沛佐;Hou Peizuo;6;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5034;何思雨;He Siyu;6;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5035;阿泽;Ze A;6;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5036;邹昀轩;Zou Junxuan;7;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5037;陈玖璋;Chen Jiuzhang;6;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5038;陈培东;Chen Peidong;6;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5039;赵仕浩;Zhao Shihao;6;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5040;刘野;Liu Ye;7;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5041;张新宇;Zhang Xinyu;6;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5042;马振钧;Ma Zhenjun;6;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5043;斯特凡-穆迪;Stefan Moody;8;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5044;马尔科-查卡莱维奇;Marko Cakarevic;7;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5045;杨金蒙;Yang Jinmeng;7;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5046;吕俊虎;Lv Junhu;6;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5047;区俊炫;Ou Junxuan;6;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5048;郭奇芳;Guo Qifang ;7;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5049;赵嘉义;Zhao Jiayi;8;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5050;王洪;Wang Hong;6;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5051;郭彬峰;Guo Binfeng;6;3;1;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5052;范汇鎏;Fan Huiliu;6;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5053;纪卓;Ji Zhuo;7;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5054;段昂君;Duan Angjun;8;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5055;宋文浩;Song Wenhao;6;1;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5056;马志轩;Ma Zhixuan;6;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5057;马俊杰;Ma Junjie;7;3;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5058;常浩然;Chang Haoran;6;4;5;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5059;程望樊;Cheng Wangfan;7;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5060;张效炎;Zhang Xiaoyan;6;1;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5061;张科迪;Zhang Kedi;6;3;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5062;泰勒-约翰斯;Taylor Maurice Johns;7;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5063;吴龙昊;Wu Longhao;6;2;1;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5064;马库尔-梅克;Makur Maker;7;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5065;刘子豪;Liu Zihao;6;4;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5066;阿克卓力-巴海;Akjoli Bhai;6;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5067;孙锴祺;Sun Kaiqi;6;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5068;宋帅;Song Shuai;6;3;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5069;姚天一;YAO Tianyi;6;1;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5070;宋润杰;Song Runjie;6;3;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5071;郭凯伦;Guo Kailun;6;1;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5072;韩文伟;Han Wenwei;6;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5073;刘琦;Liu Qi;6;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5074;孙旭;Sun Xu;6;3;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5075;孙智炜;Sun Zhiwei;6;4;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5076;翟晓川;Zhai Xiaochuan;9;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5077;范子铭;Fan Ziming;9;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5078;阿斯起亚-布克;Askia Booker;8;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5079;马库斯-基恩;Marcus Keene;8;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5080;雷蒙;Lei Meng;7;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5081;张才仁;Zhang Cairen;6;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5082;朱彦西;Zhu Yanxi;7;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5083;孙思尧;Sun Siyao;6;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5084;田宇翔;Tian Yuxiang;9;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5085;姜文;Jiang Wen;6;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5086;塔瑞克-加尼尤;Taruike Jianiyou;6;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
5087;张卓;Zhang Zhuo;6;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0
