No;name;nameBirth;positionFirst;positionSecond;potential;skillPass;skillShotInterior;skillShotExterior;skillShotFree;skillPhysique;skillBlock;skillRebound;skillSteal;tendencyIn;tendencyEx;tendencyFr;ATT;DEF;Ranks;age;yearsLeague;team;teamID;yearsContract;salary;stateInjury;draft;image
168;布兰登-古德温;Brandon Goodwin;1;2;8;87;91;85;89;85;68;74;75;87;89;79;94;79;87;30;1;上海;21;1;0;0;0;1820
169;法耶;Faye;4;0;7;73;91;43;79;73;93;89;90;85;62;73;75;91;84;29;1;山西;9;1;0;0;0;5001
170;刘传兴;liuchuanxing;5;0;8;69;93;55;84;69;81;94;73;87;63;75;81;84;82;26;1;山西;9;1;0;0;0;5001
171;张宁;Ning Zhang;3;0;8;72;86;78;82;83;67;71;71;79;78;73;81;75;79;28;5;山西;9;2;0;0;202000;5001
172;原帅;Yuan Shuai;2;0;8;67;73;95;80;83;67;65;68;72;90;75;82;72;77;30;13;山西;9;5;0;0;201200;1186
173;赵戌宏;Zhao XuHong;5;0;6;71;72;68;69;75;76;78;58;74;69;64;72;75;74;29;9;山西;9;1;0;0;201600;5001
174;邢志强;Xing Zhiqiang;4;0;6;69;60;78;73;67;75;78;80;66;83;66;71;76;74;31;14;0;0;4;0;0;201100;5001
175;戈德温-奥梅纳卡;GODWIN OMENAKA;4;5;8;77;80;70;75;76;75;64;56;77;71;71;78;69;73;25;1;0;0;1;0;0;0;5001
176;贾明儒;Jia Mingru;2;0;7;71;53;85;84;77;67;65;66;64;71;73;73;69;71;28;6;山西;9;1;0;0;201900;5001
177;宫子轩;Gong Zixuan;3;0;7;62;72;72;61;73;71;73;55;69;70;56;64;68;67;22;1;0;0;1;0;0;0;5001
178;范汇鎏;FanHuiLiu;2;0;6;77;62;79;59;62;60;67;68;60;77;64;70;63;67;26;3;北控;7;1;0;0;202203;5001
179;葛昭宝;Ge Zhaobao;5;0;8;66;68;57;78;64;69;68;68;67;63;69;67;66;67;33;14;山西;9;4;0;0;201100;5001
180;哈里-贾尔斯;Harry Giles III;4;5;8;66;69;49;84;58;70;70;71;67;61;71;66;66;66;27;1;江苏;16;1;0;0;0;1087
181;韩霈瑜;Han Peiyu;4;0;7;66;63;75;70;65;70;67;64;66;62;70;67;66;66;23;5;山西;9;3;0;0;202000;5001
182;焦钟毅;Jiao Zhongyi;1;0;7;62;72;72;61;73;71;73;55;69;70;56;65;66;65;20;1;0;0;1;0;0;0;5001
183;李柏润;Li Borun;1;0;6;71;66;68;67;59;57;64;63;60;70;68;68;59;63;25;7;0;0;2;0;0;201800;5001
184;陈彭宇迪;Chen Pengyudi;1;0;6;66;63;63;53;60;67;64;71;66;65;65;61;65;63;24;5;山西;9;3;0;0;202000;5001
185;何家辰;He Jiachen;3;0;6;65;62;58;45;53;67;63;67;65;64;64;57;60;59;24;5;山西;9;2;0;0;202000;5001
186;吕加晖;Lv Jiahui;5;0;6;58;76;55;49;57;68;67;44;74;60;50;61;58;59;20;1;广州;28;3;0;0;202400;5001
521;张文杰;Zhang Wenjie;1;3;8;62;72;72;61;73;71;73;55;69;70;56;67;70;69;20;0;广州;28;0;0;0;0;5001
187;刘冠岑;Liu Guancen;3;0;6;64;53;51;46;52;67;61;64;63;61;64;53;58;56;29;11;0;0;2;0;0;201400;5001
188;秦子龙;QinZiLong;3;0;7;63;48;48;47;47;67;61;62;62;60;64;50;55;53;22;1;山西;9;2;0;0;202400;5001
189;索尼-威姆斯;CLARENCE WEEMS;3;0;9;74;86;80;81;80;77;75;72;83;75;76;83;79;82;38;8;0;0;1;0;0;201700;2193
520;特雷沃-汤普森;TREVOR THOMPSON;5;0;8;67;92;77;79;75;80;92;68;86;65;77;83;84;84;31;1;0;0;1;0;0;0;5001
173;赵戌宏;Zhao XuHong;5;0;6;71;72;68;69;75;76;78;58;74;69;64;72;75;74;29;9;0;0;1;0;0;201600;5001
369;薛傅文;xuefuweb;2;1;6;68;62;82;61;74;67;58;64;61;81;66;69;65;67;25;7;0;0;1;0;0;201800;5001
369;薛傅文;xuefuweb;2;1;6;68;62;82;61;74;67;58;64;61;81;66;69;65;67;25;7;宁波;23;1;0;0;201800;5001
190;刘子豪;Liuzihao;4;3;6;67;75;68;74;74;73;74;62;75;72;74;74;72;73;31;6;0;0;1;0;0;201900;5001
191;詹姆斯-恩尼斯;JAMES ENNIS;3;2;7;70;78;8;76;80;74;75;80;80;80;77;64;80;73;34;1;0;0;1;0;0;202400;957
192;周子旭;Zhou Zixu;3;4;6;66;77;68;77;74;69;68;66;73;69;70;72;69;72;26;1;0;0;1;0;0;202400;5001
80;宋文浩;SongWenHao;1;2;6;75;55;74;63;54;50;62;60;57;69;62;67;53;61;20;3;0;0;3;0;0;202200;5001
572;王子麒;Wang Ziqi;3;4;6;70;64;74;70;68;67;71;66;65;70;72;69;68;69;28;9;石家庄;10;1;0;0;201600;5001
193;王浩宇;Wang Haoyu;4;3;6;73;79;68;66;76;68;70;61;77;66;68;73;70;71;27;1;0;0;1;0;0;202400;5001
194;冯嘉伟;Feng Jiawei;1;2;6;83;75;73;67;60;54;61;75;75;71;65;77;63;70;29;9;0;0;1;0;0;201600;5001
195;张正昕;Zhang Zhengxin;5;0;6;66;73;72;61;75;74;67;55;72;71;64;70;70;70;29;1;安徽;19;1;0;0;202400;5001
196;热甫卡提江·吐送江;Rufukatijiang;5;0;7;62;72;72;61;73;71;73;55;69;70;56;67;70;69;28;1;石家庄;10;1;0;0;0;5001
197;尤索·恩多;Youssoupha Ndoye;5;0;8;62;72;72;61;73;71;73;55;69;70;56;67;70;69;34;1;0;0;1;0;0;0;5001
198;艾克热木-尼亚孜;aikeremu·niyazi;5;0;6;61;80;63;64;67;72;75;58;74;61;66;68;70;69;24;4;石家庄;10;1;0;0;202100;5001
199;李展帆;liyifan;4;3;6;64;70;67;60;80;63;75;67;74;63;63;66;73;69;25;5;0;0;1;0;0;202000;5001
200;史文龙;Shi Wenlong;5;0;6;60;76;66;70;70;71;67;59;75;64;71;70;67;69;26;5;0;0;1;0;0;202000;5001
201;吴松峻;Wu Songjun;1;2;6;73;63;72;75;63;59;61;70;68;77;73;74;63;69;28;1;0;0;1;0;0;202400;5001
202;李林风;Li Linfeng;4;3;6;62;72;72;61;73;71;73;55;69;70;56;66;69;68;24;1;安徽;19;1;0;0;0;5001
521;石颜博;Shi Yanbo;3;4;8;62;72;72;61;73;71;73;55;69;70;56;67;70;69;25;0;安徽;19;0;0;0;0;5001
203;曹新欣;Cao Xinxin;1;2;6;83;68;65;64;69;54;60;69;69;69;67;72;63;68;25;5;0;0;1;0;0;202000;5001
204;李佳恒;Li Jiaheng;2;1;6;62;72;72;61;73;71;73;55;69;70;56;64;67;65;24;1;焦作;12;1;0;0;0;5001
205;王炫;Shawn;1;2;6;62;72;72;61;73;71;73;55;69;70;56;65;66;65;28;1;石家庄;10;1;0;0;0;5001
206;宋朋龙;songpenglong;5;0;6;63;73;67;53;61;71;70;47;74;64;57;65;63;64;22;3;0;0;1;0;0;202200;5001
207;戴德里克-劳森;DEDRIC LAWSON;4;0;8;82;90;83;80;87;73;88;79;89;82;78;90;87;88;28;1;新疆;11;1;0;0;0;5001
208;皮特森;QUENTIN PETERSON;2;1;8;81;86;93;88;86;68;77;77;85;98;86;94;81;88;30;3;0;0;1;0;0;202200;5001
209;黑根斯;Ashton Hagans;1;0;8;93;78;71;63;85;84;78;95;80;74;70;81;93;86;26;1;山西;9;1;0;0;0;1845
209;约什-黑根斯;Josh Hagins;1;2;8;73;78;71;63;75;74;78;75;70;74;70;71;93;86;31;0;石家庄;10;1;0;0;0;5001
210;赵睿;Zhao Rui;1;2;9;85;77;89;68;75;67;72;76;72;89;72;86;75;81;29;9;北京;6;3;0;0;201600;5001
211;齐麟;Qi Lin;3;0;9;69;80;84;84;91;70;71;67;72;86;72;80;77;80;25;6;新疆;11;3;0;0;201900;5001
212;伊力福拉提;Yilifulati Motaner ;2;0;7;74;72;92;80;74;68;75;76;70;85;70;81;75;79;24;4;新疆;11;4;0;0;202100;5001
213;西尔扎提;Xerzat Samat;1;0;6;71;82;79;83;74;69;69;83;75;78;72;80;77;79;24;6;新疆;11;5;0;0;201900;5001
214;阿不都沙拉木;Abudushalamu Abudurexiti;4;3;10;76;89;65;80;70;69;84;73;83;72;77;81;75;78;29;10;新疆;11;3;0;0;201500;165
215;朱旭航;Zhu Xuhang;4;0;7;65;77;78;71;82;71;78;79;70;84;69;75;80;78;31;12;新疆;11;3;0;0;201300;517
216;李炎哲;Li Yanzhe;5;0;7;66;89;43;78;82;84;84;66;81;50;70;71;85;78;25;7;新疆;11;4;0;0;201800;5001
217;艾孜麦提;Aizi Maiti;4;0;5;73;81;80;84;67;67;76;70;75;76;78;82;70;76;23;5;新疆;11;1;0;0;202000;5001
218;吴冠希;Wu Guanxi;5;0;8;75;89;47;51;67;77;89;78;82;61;66;71;81;76;30;12;新疆;11;4;0;0;201300;5001
219;刘懿霆;LiuYiTing;3;0;6;70;71;64;58;65;54;65;63;68;65;59;64;59;63;22;3;0;0;2;0;0;202200;5001
220;杨芮;Ge Haoran;3;2;6;64;55;65;68;56;68;64;67;64;65;65;61;61;62;21;1;新疆;11;1;0;0;0;5001
221;葛浩然;Ge Haoran;1;2;6;65;53;72;51;53;67;62;65;63;62;65;60;59;60;21;1;新疆;11;1;0;0;0;5001
222;郭昱彰;Yuzhang Guo;3;0;5;57;64;57;57;58;56;58;64;63;61;55;55;55;56;21;4;0;0;2;0;0;202100;5001
223;曲笑宇;Xiao Yu Qu;5;0;6;64;52;47;52;51;68;64;63;63;61;65;54;59;56;21;2;新疆;11;3;0;0;202300;5001
224;艾瑞克·巴克纳;Eric Buckner;5;0;8;62;72;72;61;73;71;73;55;69;70;56;67;70;69;35;1;0;0;1;0;0;0;5001
225;常昊哲;Chang Haozhe;5;0;7;62;72;72;61;73;71;73;55;69;70;56;67;70;69;22;1;焦作;12;1;0;0;0;5001
226;龚晓龙;Gong Xiaolong;5;0;6;62;72;72;61;73;71;73;55;69;70;56;67;70;69;24;1;焦作;12;1;0;0;0;5001
227;彭思涵;Peng Sihan;5;0;7;62;72;72;61;73;71;73;55;69;70;56;67;70;69;20;1;0;0;1;0;0;0;5001
228;杨绅;Yang Shen;5;0;7;62;72;72;61;73;71;73;55;69;70;56;67;70;69;26;1;0;0;1;0;0;0;5001
229;姚子硕;Yao Zishuo;5;0;7;62;72;72;61;73;71;73;55;69;70;56;67;70;69;20;1;焦作;12;1;0;0;0;5001
230;贾斯汀·艾尔斯顿;Justin Alston;4;3;8;62;72;72;61;73;71;73;55;69;70;56;66;69;68;31;1;0;0;1;0;0;0;5001
231;梁瑞博;Liang Ruibo;4;3;7;62;72;72;61;73;71;73;55;69;70;56;66;69;68;22;1;焦作;12;1;0;0;0;5001
232;刘绍阔;Liu Shaokuo;4;3;6;62;72;72;61;73;71;73;55;69;70;56;66;69;68;23;1;焦作;12;1;0;0;0;5001
233;文叙俨;Wen Xuyan;4;3;7;62;72;72;61;73;71;73;55;69;70;56;66;69;68;20;1;焦作;12;1;0;0;0;5001
234;姚雨鑫;Yao Yuxin;4;3;7;62;72;72;61;73;71;73;55;69;70;56;66;69;68;25;1;0;0;1;0;0;0;5001
235;贾嘉锴;Jia Jiakai;3;4;7;62;72;72;61;73;71;73;55;69;70;56;64;68;67;21;1;焦作;12;1;0;0;0;5001
236;练恒硕;Lian Hengshuo;3;4;7;62;72;72;61;73;71;73;55;69;70;56;64;68;67;20;1;焦作;12;1;0;0;0;5001
237;刘其尚;Liu Qishang;3;4;7;62;72;72;61;73;71;73;55;69;70;56;64;68;67;22;1;焦作;12;1;0;0;0;5001
238;冯博帆;Feng Bofan;1;2;6;62;72;72;61;73;71;73;55;69;70;56;65;66;65;22;1;焦作;12;1;0;0;0;5001
239;凌澳雨;Ling'ao Yu;2;1;6;62;72;72;61;73;71;73;55;69;70;56;64;67;65;23;1;焦作;12;1;0;0;0;5001
240;马库斯-拉维特;MARCUS LOVETT;2;1;8;62;72;72;61;73;71;73;55;69;70;56;64;67;65;30;1;0;0;1;0;0;0;5001
241;吴彦宇璞;WYYP;1;2;7;62;72;72;61;73;71;73;55;69;70;56;65;66;65;21;1;焦作;12;1;0;0;0;5001
242;萨姆纳;Edmond Sumner;1;2;8;84;95;81;81;91;71;77;86;96;88;85;93;88;91;30;1;广东;26;1;0;0;0;1430
243;马库斯-亨特;MARCUS GEORGES-HUNT;3;0;9;76;88;77;86;85;68;75;76;82;79;86;86;79;83;32;3;0;0;1;0;0;201900;5001
244;赵芮;ZhaoRui;2;0;6;80;84;86;89;71;67;67;91;77;72;73;85;78;81;20;1;四川;13;4;0;0;202400;5001
245;马里奇;Marin Maric;5;0;8;73;84;67;84;77;73;81;73;77;69;78;80;79;80;31;1;深圳;27;1;0;0;0;5001
246;李金效;Li Jinxiao;4;0;6;68;69;86;87;87;72;76;70;68;80;72;78;80;79;28;8;0;0;1;0;0;201700;5001
247;景菡一;Jing Hanyi;3;0;7;72;67;76;69;69;66;80;67;69;72;70;71;71;72;25;7;四川;13;3;0;0;201800;5001
248;胡钧淋;Hu Junlin;1;0;6;73;57;74;58;82;67;68;71;65;72;66;68;74;71;26;6;四川;13;3;0;0;201900;5001
249;杨文学;Yang Wen Xue;5;0;7;66;77;64;72;66;71;72;65;71;64;70;71;69;70;27;1;四川;13;1;0;0;202416;5001
250;段睿骐;Duan Ruiqi;3;0;7;68;72;78;65;73;71;58;73;68;77;60;64;68;67;20;1;四川;13;1;0;0;0;5001
251;杨政;Yang Zheng;3;0;6;62;72;72;61;73;71;73;55;69;70;56;64;68;67;32;1;0;0;1;0;226;202421;5001
252;于枭永;YuXiaoYong;1;0;6;69;55;75;58;72;68;65;70;64;70;67;66;69;67;22;3;四川;13;2;0;0;202200;5001
253;李玮颢;Li Weihao;3;0;9;65;69;75;69;63;70;65;65;67;65;67;68;64;67;27;4;0;0;3;0;0;202100;5001
254;王云章;Wang Yunzhang;4;3;6;64;75;60;72;62;68;67;65;70;66;67;68;64;66;25;1;0;0;1;0;0;0;5001
255;刘冠杉;LiuGuanShan;3;0;6;66;54;76;66;69;68;64;66;64;68;66;64;66;66;21;3;四川;13;2;0;0;202200;5001
256;苏若禹;Sun Ruoyu;5;0;7;67;70;44;78;66;69;67;66;68;61;67;65;66;66;33;14;四川;13;3;0;0;201100;5001
257;王薪凯;Wang Xinkai;3;0;6;65;54;79;49;67;67;63;67;64;73;65;62;65;64;30;8;0;0;2;0;0;201700;5001
258;左朕年;Zuo Zhennian;4;0;7;65;61;83;45;66;67;64;63;66;73;65;65;64;64;29;11;四川;13;3;0;0;201400;5001
259;洪辛;HongXin;3;0;6;66;61;70;49;63;69;63;64;65;65;65;60;63;63;25;3;四川;13;1;0;0;202200;5001
260;方佳晨;Jia Chen Fang;1;0;6;65;58;65;64;58;67;62;66;65;66;68;63;61;62;26;2;北控;7;2;0;0;202302;5001
261;肖傈仁;Xiao Liren;3;0;6;66;53;52;55;59;71;66;67;63;62;66;56;64;61;23;1;四川;13;1;0;0;0;5001
262;袁士博;Shi Bo Yuan;5;0;6;58;76;66;53;60;65;58;55;69;61;54;63;57;60;20;1;四川;13;3;0;0;202400;5001
263;贾维恩-哈姆雷特;Javion Hamlet;1;0;7;91;73;84;80;72;71;64;79;72;81;73;86;74;81;26;1;0;0;1;0;0;202400;5001
521;周翌杨;Zhou Yiyang;5;0;8;62;72;72;61;73;71;73;55;69;70;56;67;70;69;21;0;湖北;14;0;0;0;0;5001
498;赵义明;Zhao Yiming;5;0;6;63;48;49;46;58;67;66;62;62;60;64;51;61;57;24;6;湖北;14;2;0;0;201900;5001
521;德扬别利奇;Dejan Belic;5;0;8;62;72;72;61;73;71;73;55;69;70;56;67;70;69;35;0;0;0;0;0;0;0;5001
264;华刚辉;Hua Ganghui;4;0;6;68;70;65;66;73;78;72;71;74;71;65;69;75;72;29;5;0;0;1;0;0;202000;5001
265;苏豪;Su Hao;4;0;6;64;83;61;65;79;69;72;59;83;63;63;70;71;71;29;7;0;0;1;0;0;201800;5001
266;王晓明;Wang Xiaoming;3;0;6;71;70;76;69;69;69;65;64;69;78;72;72;66;70;29;7;湖北;14;1;0;0;201800;5001
267;雷吉纳德·吉苏拉;REGINALD RHAMSOODAR KISSOONLAL II;5;0;8;62;72;72;61;73;71;73;55;69;70;56;67;70;69;29;1;0;0;1;0;0;0;5001
268;宋宇卓;ZhuoyuSong;5;0;6;62;72;72;61;73;71;73;55;69;70;56;67;70;69;20;1;湖北;14;1;0;0;0;5001
269;薛世伟;Xue Shiwei;5;0;6;62;72;72;61;73;71;73;55;69;70;56;67;70;69;28;1;湖北;14;1;0;0;0;5001
270;路万通;Lu Wantong;4;3;6;62;72;72;61;73;71;73;55;69;70;56;66;69;68;19;1;湖北;14;1;0;0;0;5001
271;张浩哲;Zhang Haozhe;4;3;6;62;72;72;61;73;71;73;55;69;70;56;66;69;68;22;1;湖北;14;1;0;0;0;5001
272;吉恩塔尔·西拉;JEANTAL CYLLA;3;0;8;62;72;72;61;73;71;73;55;69;70;56;64;68;67;28;1;0;0;1;0;0;0;5001
273;景浩扬;Jing Haoyang;3;0;6;62;72;72;61;73;71;73;55;69;70;56;64;68;67;29;1;四川;13;1;0;0;0;5001
274;熊皓宇;Xiong Haoyu;3;4;6;62;72;72;61;73;71;73;55;69;70;56;64;68;67;24;1;湖北;14;1;0;0;0;5001
275;申奥;Shen Ao;2;1;6;62;72;72;61;73;71;73;55;69;70;56;64;67;65;22;1;湖北;14;1;0;0;0;5001
276;魏钵扬;W;1;2;6;62;72;72;61;73;71;73;55;69;70;56;65;66;65;19;1;湖北;14;1;0;0;0;5001
277;袁帅;Yuan Shuai;1;0;6;62;72;72;61;73;71;73;55;69;70;56;65;66;65;24;1;0;0;1;0;0;0;5001
278;李振浩;Li Zhenhao;3;0;6;64;62;71;70;62;57;65;72;64;66;73;66;62;65;24;5;湖北;14;1;0;0;202000;5001
279;胡荣浩;Hu Ronghao;2;1;6;67;62;82;59;61;59;57;67;65;77;67;68;59;64;25;5;0;0;1;0;0;202000;5001
280;马里奇;Marin Maric;5;0;8;71;84;72;86;73;74;81;74;78;69;75;81;78;79;31;1;0;0;1;0;0;0;5001
853;多米尼克-琼斯;DOMINIQUE JONES;2;0;9;95;93;82;93;95;69;84;86;92;90;90;98;90;94;36;12;0;0;1;0;0;201300;1413
851;德兹明-威尔斯;DEZMINE WELLS;3;4;8;72;80;72;70;76;70;75;67;80;76;78;77;73;76;32;1;0;0;1;0;0;202400;5001
488;黎璋霖;Li Zhanglin;4;0;6;66;59;78;87;76;69;71;66;65;70;73;71;72;71;27;4;0;0;2;0;0;202103;5001
85;杨越;YANG Y.;2;1;3;77;73;76;77;68;64;69;70;71;78;75;77;68;73;31;10;江西;5;1;0;0;201500;5001
310;马国栋;Guo Dong Ma;5;0;6;64;78;47;49;62;71;66;63;72;61;65;62;65;64;26;2;0;0;1;0;0;202306;5001
358;皮雷-杰克逊;Pierre Jackson;1;0;7;83;80;88;77;72;72;70;75;81;84;78;87;74;81;33;1;0;0;1;0;0;202400;1096
363;达卡里-约翰逊;DAKARI JOHNSON;4;0;7;72;70;71;66;70;71;73;62;70;72;68;71;70;70;29;3;0;0;1;0;0;201900;2260
282;高岩;Gao Yan;2;1;6;80;65;87;71;67;58;75;72;70;81;73;79;68;74;31;11;长沙;15;1;0;0;201400;5001
283;刘帅;Liu Shuai;3;4;6;71;73;72;78;67;69;65;76;76;75;78;76;69;74;29;10;0;0;1;0;0;201500;5001
284;邓愈鑫;Deng Yuxin;1;2;6;81;71;76;65;75;52;66;69;69;75;69;76;67;72;29;7;长沙;15;1;0;0;201800;5001
285;陈泽旭;Chen Zexu;1;2;6;78;69;80;64;60;67;61;78;72;74;64;75;67;71;29;9;0;0;1;0;0;201600;5001
286;何焱;He Yan;4;0;6;66;74;69;69;77;78;67;59;73;70;66;70;72;71;30;9;0;0;1;苏科;18;201600;5001
287;宋建骅;Song Jianhua;4;3;6;67;71;71;75;73;70;70;68;73;68;70;72;71;71;33;11;苏科;18;1;0;0;201400;5001
288;张永鹏;Zhang Yongpeng;5;0;6;61;82;65;63;75;70;73;58;83;61;68;71;71;71;35;17;0;0;2;0;0;200800;5001
289;孟宪超;Meng Xianchao;1;2;6;84;60;73;62;71;63;66;63;66;75;60;72;65;69;25;3;0;0;1;0;0;202200;5001
290;余永威;Yu Yongwei;4;3;7;64;79;59;65;76;68;76;53;74;65;68;68;70;69;25;3;0;0;1;0;0;202200;5001
291;孙椿棚;Sun Chunpeng;4;0;6;62;72;72;61;73;71;73;55;69;70;56;66;69;68;30;1;0;0;1;0;0;0;5001
292;杨佳龙;Yang Jialong;4;0;6;62;72;72;61;73;71;73;55;69;70;56;66;69;68;25;1;长沙;15;1;0;0;0;5001
521;格兰特-谢菲尔德;Grant Sherfield;1;0;8;62;72;72;61;73;71;73;55;69;70;56;67;70;69;25;0;0;0;0;0;0;0;5001
521;杨英良;Yang Yingliang;2;1;8;62;72;72;61;73;71;73;55;69;70;56;67;70;69;24;0;0;0;0;0;0;0;5001
521;冯秋瑞;Feng Qiurui;1;2;8;62;72;72;61;73;71;73;55;69;70;56;67;70;69;22;0;长沙;15;0;0;0;0;5001
293;考特尼·格兰特·福特森;Courtney Grant Fortson;1;2;8;62;72;72;61;73;71;73;55;69;70;56;65;66;65;37;1;0;0;1;0;0;0;5001
294;孟令锟;Meng Lingkun;1;2;7;62;72;72;61;73;71;73;55;69;70;56;65;66;65;19;1;0;0;1;0;0;0;5001
295;孟子旭;Meng Zixu;2;1;6;62;72;72;61;73;71;73;55;69;70;56;64;67;65;24;1;0;0;1;0;0;0;5001
296;李昭霖;Li Zhaolin;3;4;6;72;64;60;58;60;59;70;65;66;64;58;61;61;62;21;1;长沙;15;1;0;0;202400;5001
296;林东烨;Lin Dongye;4;0;8;72;64;60;58;60;59;70;65;66;64;58;61;61;62;21;1;长沙;15;1;0;0;202400;5001
521;罗伯特-爱德华兹;Robert Edwards;2;0;8;62;72;72;61;73;71;73;55;69;70;56;67;70;69;28;1;江苏;16;0;0;0;0;5001
297;弗兰克林-杰克逊;Franklin Jackson;1;0;8;80;85;87;86;80;69;70;73;79;99;88;92;75;84;27;1;宁波;23;1;0;0;0;1891
298;阿奇-古德温;ARCHIE GOODWIN;1;0;6;80;92;73;77;82;69;76;79;87;73;82;85;81;83;30;7;0;0;1;0;0;201800;999
299;乔丹-汤普森;JAMES THOMPSON;5;0;8;69;87;54;88;78;71;87;69;80;63;79;79;80;79;30;1;0;0;1;0;0;0;5001
300;刘泽希;LiuZeXi;2;0;6;74;78;89;71;74;70;73;70;73;83;71;80;73;77;21;3;江苏;16;3;0;0;202200;5001
301;蒋浩然;Jiang Haoran;5;0;7;65;80;80;85;76;70;68;69;74;72;72;79;72;75;24;6;江苏;16;4;0;0;201900;5001
302;郑祺龙;Zheng Qilong;3;0;7;67;75;73;60;80;73;71;71;70;71;67;68;76;73;30;3;江苏;16;1;0;0;202000;5001
303;吴羽佳;Wu Yujia;3;0;7;67;63;77;58;84;71;73;70;66;72;66;66;77;72;26;8;江苏;16;1;0;0;201700;5001
304;崔晓龙;Cui Xiaolong;1;0;7;71;72;78;73;73;67;67;69;70;72;75;75;70;72;26;4;上海;21;2;0;0;202104;5001
305;温佳龙;Jia Long Wen;3;0;6;75;74;68;73;74;69;63;66;69;66;71;72;68;71;26;2;江苏;16;2;0;0;202320;5001
306;鄢士博;Yan Shibo;1;2;6;83;59;70;67;71;52;63;74;57;71;68;71;66;69;23;3;0;0;1;0;0;202200;5001
307;倪永康;Yong Kang Ni;4;0;7;64;70;67;58;69;73;67;66;68;65;66;65;69;67;22;3;江苏;16;2;0;0;202200;5001
308;言恒栋;Yan Hengdong;1;0;7;62;72;72;61;73;71;73;55;69;70;56;65;66;65;22;1;江苏;16;1;0;0;0;5001
309;陶彦儒;Tao Yanru;3;0;6;64;68;66;55;67;67;66;67;67;69;66;63;66;65;25;5;苏科;18;3;0;0;202000;5001
310;马国栋;Guo Dong Ma;5;0;6;64;78;47;49;62;71;66;63;72;61;65;62;65;64;26;2;江苏;16;1;0;0;202306;5001
311;闫实;Yan Shi;3;0;7;67;64;59;61;67;67;65;65;66;65;66;62;65;64;23;4;江苏;16;5;0;0;202100;5001
312;李承耀;Li Chengyao;4;0;6;65;53;75;62;62;68;64;65;63;63;66;62;63;63;21;1;江苏;16;3;0;0;202400;5001
313;褚添一;Chu Tianyi;4;0;7;65;59;52;58;58;69;65;66;64;62;66;59;62;61;26;1;江苏;16;1;0;0;0;5001
314;吴超;Wu Chao;4;0;7;63;52;54;49;54;69;63;65;63;63;64;54;60;57;24;1;江苏;16;1;0;0;0;5001
315;赵旭昕;Zhao Xuxin;5;0;6;51;47;46;40;49;45;48;34;49;44;38;38;37;37;26;6;0;0;3;0;0;201900;5001
316;利夫;T.J. LEAF;4;0;9;75;94;78;86;90;82;95;76;91;70;79;88;93;91;28;4;0;0;1;0;0;202100;1968
317;林葳;Lin Wei;2;3;10;78;73;91;85;88;67;69;77;72;89;89;87;79;83;21;3;南京;17;2;0;226;202200;585
318;马蒂奇-莱比奇;MATIC REBEC;1;0;8;90;65;79;82;77;67;72;84;69;83;74;84;79;82;31;1;0;0;1;0;0;0;5001
319;郭昊文;Guo Haowen;3;2;8;72;87;76;75;86;69;72;68;80;75;80;80;76;79;25;7;南京;17;1;0;0;201800;482
320;赵柏清;Zhao Bai Qing;4;0;6;68;88;84;81;74;71;78;69;81;71;75;83;75;79;26;4;南京;17;3;0;0;202100;5001
321;乔丹-弗洛伊德;JORDAN FLOYD;2;0;8;82;76;88;84;79;68;69;67;72;77;76;84;72;78;28;1;0;0;1;0;0;202400;5001
322;祝铭震;Zhu Ming Zhen;3;0;7;66;65;91;65;81;70;68;68;67;83;68;72;73;73;28;5;南京;17;2;0;0;202000;746
323;杰伦-哈里斯;Jalen Harris;2;3;8;69;74;83;72;70;69;68;70;71;75;73;75;70;72;27;1;0;0;1;0;0;0;1826
324;李云开;Kevin Li;4;0;6;74;77;71;63;76;75;73;56;71;71;61;72;72;72;25;2;0;0;1;0;0;202326;5001
325;曾繁日;Zeng Fanri;5;0;7;69;80;44;74;74;70;72;67;73;61;70;69;72;71;29;9;吉林;1;2;0;0;201600;5001
326;胡布郎-买买提;Hu Bulang Maimaiti;4;3;7;62;72;72;61;73;71;73;55;69;70;56;66;69;68;21;1;南京;17;1;0;0;0;5001
327;胡崇洋;Hu Chongyang;3;4;7;62;72;72;61;73;71;73;55;69;70;56;64;68;67;24;1;南京;17;1;0;0;202417;5001
328;陈将双;Chen Jiangshuang;2;1;7;62;72;72;61;73;71;73;55;69;70;56;64;67;65;23;1;0;0;1;0;0;0;5001
329;黄晨宾;Huang Chenbin;2;1;6;62;72;72;61;73;71;73;55;69;70;56;64;67;65;27;1;0;0;1;0;0;0;5001
330;田宇恒;Tian Yuheng;2;0;6;67;70;78;44;68;67;64;65;68;68;64;65;65;65;28;7;长沙;15;1;0;0;201812;5001
331;魏一;WeiYi;4;0;6;60;72;68;60;71;63;70;60;65;61;56;63;66;64;20;3;南京;17;3;0;0;202200;5001
332;刘东;Liu Dong;4;0;6;64;52;78;66;57;69;67;64;63;64;65;63;62;62;29;4;山西;9;2;0;0;202113;5001
333;邬挺嘉;Wu Tingjia;2;0;7;65;45;82;51;62;67;62;66;62;67;65;61;63;62;28;4;南京;17;2;0;0;202100;5001
334;麦吾兰-麦麦提伊敏;Mai Wu Lan;3;0;6;70;64;62;58;55;58;57;66;65;63;63;62;55;60;20;2;0;0;2;0;0;202310;5001
