No;name;nameBirth;positionFirst;positionSecond;potential;skillPass;skillShotInterior;skillShotExterior;skillShotFree;skillPhysique;skillBlock;skillRebound;skillSteal;tendencyIn;tendencyEx;tendencyFr;ATT;DEF;Ranks;age;yearsLeague;team;teamID;yearsContract;salary;stateInjury;draft;image
187;曹新欣;Cao Xinxin;1;2;6;83;68;65;64;69;54;60;69;69;69;67;72;63;68;24;4;石家庄;10;1;0;0;202000;5001
188;任天航;Ren Tianhang;3;4;6;74;75;73;61;61;68;73;59;72;69;62;70;64;68;22;0;石家庄;10;1;0;0;202400;5001
189;武玉杰;Wu Yujie;2;1;6;80;59;67;71;65;60;64;74;63;72;69;70;66;68;23;3;石家庄;10;1;0;0;202100;5001
190;赵伟旭;Zhao Weixu;3;4;6;75;67;69;69;60;60;58;71;66;68;67;69;60;66;22;2;石家庄;10;1;0;0;202200;5001
191;宋朋龙;songpenglong;5;0;6;63;73;67;53;61;71;70;47;74;64;57;65;63;64;21;2;石家庄;10;1;0;0;202200;5001
192;龚远航;Gong Yuanhang;2;1;6;67;68;72;59;62;59;55;67;67;69;61;65;59;62;22;0;石家庄;10;1;0;0;202400;5001
193;阿不都沙拉木-阿不都热西提;Abudushalamu Abudurexiti;4;0;10;77;89;70;77;84;74;87;74;87;72;79;83;84;84;28;9;新疆;11;3;0;0;201500;165
194;多米尼克-琼斯;DOMINIQUE JONES;2;0;9;87;74;69;86;84;71;76;81;77;64;83;80;82;81;35;11;新疆;11;1;0;0;201300;1413
195;林德尔-威金顿;LINDELL WIGGINTON;1;0;8;79;77;70;76;80;73;69;78;80;70;76;79;78;79;26;0;新疆;11;1;0;0;202400;2179
196;齐麟;Qi Lin;3;0;9;68;77;92;69;81;70;70;70;75;88;73;79;74;78;24;5;新疆;11;3;0;0;201900;5001
197;赵睿;Zhao Rui;2;0;9;78;74;78;64;86;69;68;82;76;79;67;76;80;78;28;8;新疆;11;3;0;0;201600;2627
198;吴冠希;Wu Guanxi;5;0;8;66;80;47;72;85;80;77;69;79;58;70;69;83;76;29;11;新疆;11;4;0;0;201300;5001
199;李炎哲;Li Yanzhe;5;0;7;66;79;47;70;71;87;76;69;78;58;68;68;80;74;24;6;新疆;11;4;0;0;201800;5001
200;朱旭航;Zhu Xuhang;4;0;7;66;63;80;59;82;71;70;68;65;83;66;68;75;72;30;11;新疆;11;3;0;0;201300;517
201;米切尔-克里克;MITCHELL CREEK;3;0;6;68;79;73;69;81;69;64;64;73;62;66;70;70;71;32;0;新疆;11;1;0;0;202400;5001
202;于德豪;Yu Dehao;1;0;7;73;62;70;64;67;66;69;83;66;70;66;68;74;71;29;11;新疆;11;2;0;0;201300;734
203;鲁吐布拉;Lutubula;5;0;6;66;70;47;67;72;70;71;66;73;58;67;64;71;68;24;5;新疆;11;3;0;0;201900;5001
204;王泉泽;Wang Quanze;4;0;6;66;74;77;69;68;69;66;64;65;65;67;70;66;68;23;1;新疆;11;2;0;0;202300;5001
205;西尔扎提-赛买提;Xerzat Samat;1;0;6;66;62;69;68;64;67;67;70;66;66;65;65;67;66;23;5;新疆;11;5;0;0;201900;5001
206;曲笑宇;Xiao Yu Qu;5;0;6;62;66;68;60;63;70;72;55;65;69;64;64;65;65;20;1;新疆;11;3;0;0;202300;5001
207;唐才育;Tang Caiyu;3;0;6;66;67;73;61;66;66;65;65;63;68;64;65;64;65;26;8;新疆;11;5;0;0;201600;5001
208;黄荣奇;Huang Rongqi;2;0;6;69;66;57;56;74;67;64;66;67;64;64;60;68;64;25;7;新疆;11;2;0;0;201700;5001
209;米艾力;Ai Li Mi;1;0;6;75;63;68;66;55;58;56;73;59;64;66;68;59;64;21;0;新疆;11;1;0;0;202400;5001
210;艾孜麦提-吐逊;Aizi Maiti;4;0;5;65;67;47;67;68;66;66;62;66;59;66;61;65;63;22;4;新疆;11;1;0;0;202000;5001
211;郭昱彰;Yuzhang Guo;3;0;5;57;64;57;57;58;56;58;64;63;61;55;55;55;56;20;3;新疆;11;2;0;0;202100;5001
212;罗伯特-厄普肖;Robert Upshaw III;5;0;7;65;84;63;60;85;80;86;64;80;72;70;73;85;80;29;0;陕西;12;1;0;0;202400;5001
213;米歇尔-瓦特;Mitchell Watt;5;0;7;71;86;68;75;84;81;80;63;88;62;60;78;83;80;34;0;陕西;12;1;0;0;202400;5001
214;布兰登-杰弗森;Brandon Jefferson;1;0;7;85;82;80;74;80;67;65;76;71;77;76;83;75;79;32;0;陕西;12;1;0;0;202400;5001
215;马尔科-托多洛维奇;Marko Todorovic;5;0;7;73;80;74;68;73;77;75;65;78;68;67;77;75;76;31;0;陕西;12;1;0;0;202400;1500
216;高岩;Gao Yan;2;1;6;80;65;87;71;67;58;75;72;70;81;73;79;68;74;30;10;陕西;12;1;0;0;201400;5001
217;热夏提-克里木;Re Xia Ti;3;4;6;75;74;72;73;74;68;65;70;71;73;70;74;69;73;34;10;陕西;12;1;0;0;201400;5001
218;杨文学;Yang Wen Xue;5;0;6;69;78;66;63;75;77;75;55;79;67;67;73;74;73;24;6;陕西;12;1;0;0;201800;5001
219;张玉;Zhang Yu;4;3;6;69;71;77;75;68;73;73;66;74;75;72;75;71;73;27;3;陕西;12;1;0;0;202100;5001
220;董健;Dong jian;3;4;6;81;70;67;79;68;61;69;63;71;68;76;75;64;71;27;8;陕西;12;1;0;0;201600;5001
221;苏比哈提-吐尔逊;SuBiHaTi Tu Er Xun;5;0;6;70;77;73;62;64;81;70;61;74;70;61;72;71;71;25;6;陕西;12;1;0;0;201800;5001
222;冯嘉伟;Feng Jiawei;1;2;6;83;75;73;67;60;54;61;75;75;71;65;77;63;70;28;8;陕西;12;1;0;0;201600;5001
223;杨健鑫;Yang Jianxin;3;4;6;66;68;66;67;65;66;72;72;73;76;74;69;69;70;27;0;陕西;12;1;0;0;202400;5001
224;李睿玮;Li Ruiwei;1;2;6;76;70;68;71;61;62;61;72;67;72;69;72;64;68;21;0;陕西;12;1;0;0;202400;5001
225;孙府宽;Sun Fukuan;5;0;6;59;78;62;66;66;70;69;58;79;66;65;69;66;68;24;2;陕西;12;1;0;0;202200;5001
226;李炎涛;Li Yantao;5;0;9;64;77;58;55;70;72;66;56;77;60;62;66;67;66;23;4;陕西;12;1;0;0;202000;5001
227;亚森江-依力哈木;Yasenjiang Ilham;4;3;6;69;75;66;61;66;61;62;60;74;68;66;69;60;65;21;3;陕西;12;1;0;0;202100;5001
228;陈泽昂;Chen ZeAng;1;2;6;80;65;71;67;56;54;55;60;65;73;65;73;53;64;20;3;陕西;12;1;0;0;202100;5001
229;卢杜伟;LuDuwei;3;4;6;69;61;66;69;61;59;61;67;67;70;73;67;59;64;24;2;陕西;12;1;0;0;202200;5001
230;路梓艺;Lu Ziyi;4;3;6;65;70;58;71;68;69;61;55;74;58;66;66;62;64;22;0;陕西;12;1;0;0;202400;5001
231;孙成堃;Sun Chengkun;2;1;6;67;61;64;70;56;53;61;58;60;64;65;63;53;58;20;0;陕西;12;1;0;0;202400;5001
232;罗伯特-高登;ROBERT GOLDEN;1;0;10;87;82;87;94;90;67;75;74;82;95;95;96;81;89;32;4;四川;13;1;0;0;202000;5001
233;克里斯多夫-奥贝克帕;CHRISTOPHER OBEKPA;5;0;7;68;76;73;67;90;96;82;71;75;59;68;72;93;83;30;0;四川;13;1;0;0;202400;5001
234;文卡泰什-乔伊斯;VENKATESHA JOIS;4;5;7;71;93;69;65;87;69;88;83;92;59;71;78;86;82;30;0;四川;13;1;0;0;202400;5001
235;景菡一;Jing Hanyi;3;0;7;73;83;72;69;69;69;75;79;80;71;70;75;74;76;24;6;四川;13;3;0;0;201800;5001
236;王薪凯;Wang Xinkai;3;0;6;68;63;84;64;80;67;69;78;69;86;71;72;75;75;29;7;四川;13;2;0;0;201700;5001
237;左朕年;Zuo Zhennian;4;0;7;67;70;74;71;81;69;71;65;71;76;67;72;73;73;28;10;四川;13;3;0;0;201400;5001
238;卢艺文;Lu Yiwen;4;0;6;68;64;79;67;81;69;69;70;65;76;67;70;74;72;29;10;四川;13;3;0;0;201400;5001
239;苏若禹;Sun Ruoyu;5;0;7;68;75;60;67;80;67;71;68;74;58;71;69;73;71;32;13;四川;13;3;0;0;201100;5001
240;于枭永;YuXiaoYong;1;0;6;72;68;67;71;63;67;65;73;69;75;73;72;67;70;21;2;四川;13;2;0;0;202200;5001
241;张大宇;Zhang Dayu;5;0;6;69;71;59;69;76;73;69;68;67;61;71;67;73;70;33;18;四川;13;2;0;0;200600;5001
242;朱荣振;Zhu Rongzhen;5;0;6;67;64;47;73;78;78;71;66;68;59;71;63;76;70;25;7;四川;13;1;0;0;201700;5001
243;方佳晨;Jia Chen Fang;1;0;6;73;63;70;73;64;66;65;70;65;68;74;71;66;69;25;1;四川;13;2;0;0;202302;5001
244;孟天艺;Meng Tianyi;5;0;6;66;72;68;66;75;67;68;64;67;63;70;69;69;69;25;4;四川;13;3;0;0;202000;5001
245;韩硕;Han Shuo;2;0;8;70;69;74;60;70;67;68;69;66;68;67;67;69;68;38;19;四川;13;2;0;0;200500;5001
246;付泳畅;Yong Chang Fu;4;0;6;61;77;71;65;67;63;73;62;75;67;63;69;66;67;24;1;四川;13;2;0;0;202322;5001
247;胡钧淋;Hu Junlin;1;0;6;73;61;73;58;66;66;65;70;64;68;65;67;67;67;25;5;四川;13;3;0;0;201900;5001
248;洪辛;HongXin;3;0;6;66;66;67;66;70;67;65;66;67;64;66;64;66;66;24;2;四川;13;1;0;0;202200;5001
249;杨林祎;Yang Linyi;2;0;6;70;66;60;67;72;66;68;66;64;73;65;65;68;66;29;11;四川;13;1;0;0;201300;5001
250;郭金林;Guo Jinlin;3;0;6;66;63;63;64;68;67;64;64;64;63;65;62;65;64;33;11;四川;13;2;0;0;201300;5001
251;刘冠杉;LiuGuanShan;3;0;6;67;64;54;60;67;69;64;65;66;66;65;60;65;64;20;2;四川;13;2;0;0;202200;5001
252;李泓翰;Li Honghan;2;0;7;66;68;65;62;71;66;63;64;64;61;64;62;65;63;28;10;四川;13;3;0;0;201400;5001
253;袁士博;Shi Bo Yuan;5;0;6;58;76;66;53;60;65;58;55;69;61;54;63;57;60;19;0;四川;13;3;0;0;202400;5001
254;皮雷-杰克逊;Pierre Jackson;1;0;7;83;80;88;77;72;72;70;75;81;84;78;87;74;81;32;0;武汉;14;1;0;0;202400;1096
255;多诺万-史密斯;DONOVAN A SMTH;5;0;8;67;88;65;68;80;80;82;64;88;66;73;78;82;80;30;0;武汉;14;1;0;0;202400;5001
256;于梁;Yu Liang;4;0;7;67;80;73;72;76;76;73;74;80;70;72;76;77;76;36;10;武汉;14;1;0;0;201400;5001
257;刘大鹏;Liu Dapeng;3;0;6;74;78;69;79;76;69;67;67;78;72;74;77;70;75;34;10;武汉;14;1;0;0;201400;5001
258;侯天一;Hou Tianyi;4;0;6;70;73;70;66;75;70;75;62;74;70;66;72;72;72;28;3;武汉;14;1;0;0;202100;5001
259;华刚辉;Hua Ganghui;4;0;6;68;70;65;66;73;78;72;71;74;71;65;69;75;72;28;4;武汉;14;1;0;0;202000;5001
260;李天戈;Li Tiange;1;2;6;82;60;83;66;70;52;73;70;64;77;63;75;67;72;27;3;武汉;14;1;0;0;202100;5001
261;牟文博;Mou Wenbo;1;2;6;75;69;76;73;60;55;69;75;69;78;71;76;66;71;24;0;武汉;14;1;0;0;202400;5001
262;苏豪;Su Hao;4;0;6;64;83;61;65;79;69;72;59;83;63;63;70;71;71;28;6;武汉;14;1;0;0;201800;5001
263;王晓明;Wang Xiaoming;3;0;6;71;70;76;69;69;69;65;64;69;78;72;72;66;70;28;6;武汉;14;1;0;0;201800;5001
264;杨逍;yangxiao;5;0;6;62;76;68;57;75;73;74;58;72;63;57;66;73;70;24;0;武汉;14;1;0;0;202400;5001
265;纪光泽;Guangze Ji;2;1;6;73;61;73;65;59;56;55;76;67;75;63;68;60;65;24;0;武汉;14;1;0;0;202400;5001
266;李振浩;Li Zhenhao;3;0;6;64;62;71;70;62;57;65;72;64;66;73;66;62;65;23;4;武汉;14;1;0;0;202000;5001
267;林树森;Linshusen;2;0;6;74;58;66;58;65;67;66;72;58;69;65;63;67;65;22;3;武汉;14;1;0;0;202100;5001
268;刘泽;lz;4;3;6;58;70;58;60;76;68;63;62;72;65;61;61;68;65;22;0;武汉;14;1;0;0;202400;5001
269;胡荣浩;Hu Ronghao;2;1;6;67;62;82;59;61;59;57;67;65;77;67;68;59;64;24;4;武汉;14;1;0;0;202000;5001
270;李曹北;licaobei;3;4;6;66;71;64;67;67;57;68;59;67;63;68;65;61;64;23;0;武汉;14;1;0;0;202400;5001
271;孙畅;Sun Chang;1;2;6;74;62;68;65;60;55;60;69;63;70;60;67;60;64;20;0;武汉;14;1;0;0;202400;5001
272;赵海铭;Zhao Haiming;3;4;6;67;59;71;70;61;57;62;65;59;65;71;65;59;63;21;0;武汉;14;1;0;0;202400;5001
273;约瑟夫-杨;Joseph Young;1;0;7;80;76;82;74;74;67;66;80;81;85;74;84;75;80;31;0;长沙;15;1;0;0;202400;2254
274;迈克尔-K-霍利费尔德;Michael Holyfield;5;0;7;63;84;68;66;80;77;80;68;86;70;68;75;80;78;31;7;长沙;15;1;0;0;201700;5001
275;德勒黑;Delhei;4;0;7;68;80;72;67;80;70;73;68;80;65;72;75;75;75;33;5;长沙;15;1;0;0;201900;5001
276;肖克来提-阿扎提;Shokleti Azati;3;4;6;73;76;72;73;81;72;68;70;75;70;72;74;74;75;32;3;长沙;15;1;0;0;202100;5001
277;姜君奇;Jiang Junqi;3;4;6;71;71;75;71;75;68;69;68;71;80;76;75;71;74;33;10;长沙;15;1;0;0;201400;5001
278;刘帅;Liu Shuai;3;4;6;71;73;72;78;67;69;65;76;76;75;78;76;69;74;28;9;长沙;15;1;0;0;201500;5001
279;永安奇-何塞-门西亚;Yoanki Mencia;4;0;7;67;76;71;68;79;70;74;62;77;76;71;74;73;74;26;0;长沙;15;1;0;0;202400;5001
280;邓愈鑫;Deng Yuxin;1;2;6;81;71;76;65;75;52;66;69;69;75;69;76;67;72;28;6;长沙;15;1;0;0;201800;5001
281;陈泽旭;Chen Zexu;1;2;6;78;69;80;64;60;67;61;78;72;74;64;75;67;71;28;8;长沙;15;1;0;0;201600;5001
282;马国栋;Ma Guodong;5;0;6;64;74;73;70;78;74;67;50;74;67;65;72;70;71;25;5;长沙;15;1;0;0;201900;5001
283;宋建骅;Song Jianhua;4;3;6;67;71;71;75;73;70;70;68;73;68;70;72;71;71;32;10;长沙;15;1;0;0;201400;5001
284;孟宪超;Meng Xianchao;1;2;6;84;60;73;62;71;63;66;63;66;75;60;72;65;69;24;2;长沙;15;1;0;0;202200;5001
285;余永威;Yu Yongwei;4;3;7;64;79;59;65;76;68;76;53;74;65;68;68;70;69;24;2;长沙;15;1;0;0;202200;5001
286;阿尔达格尔-阿依丁;Ardagher Aydin;4;3;6;68;68;63;60;72;78;65;60;69;65;58;64;70;67;23;0;长沙;15;1;0;0;202400;5001
287;史海鹏;Shi Haipeng;1;2;6;82;57;75;62;70;49;64;70;63;69;63;70;64;67;21;0;长沙;15;1;0;0;202400;5001
288;刘俊文;liu jun wen;2;1;6;66;65;73;62;74;59;70;61;66;71;64;65;65;65;23;4;长沙;15;1;0;0;202000;5001
289;李昭霖;Li Zhaolin;3;4;6;72;64;60;58;60;59;70;65;66;64;58;61;61;62;20;0;长沙;15;1;0;0;202400;5001
290;王浩宇;Wang Haoyu;4;3;6;58;73;64;57;65;60;67;62;71;66;63;63;62;62;20;0;长沙;15;1;0;0;202400;5001
291;钟贤睿;Zhong Xianrui;2;1;6;63;60;73;56;68;59;52;64;59;71;60;61;59;60;19;0;长沙;15;1;0;0;202400;5001
292;阿尔法-卡巴;ALPHA KABA;5;0;8;69;86;47;82;90;84;95;81;87;58;82;77;95;87;28;0;江苏;16;1;0;0;202400;5001
293;崔晓龙;Cui Xiaolong;1;0;7;78;74;71;80;81;67;69;82;79;70;83;79;79;79;25;3;江苏;16;2;0;0;202104;5001
294;杰伦-莱利;JALEN RILEY;1;0;8;72;62;85;75;83;66;66;71;68;84;75;77;74;76;31;0;江苏;16;1;0;0;202400;5001
295;吴羽佳;Wu Yujia;3;0;7;67;64;77;62;80;73;75;75;67;72;67;67;78;74;25;7;江苏;16;1;0;0;201700;5001
296;刘志轩;Liu Zhixuan;2;0;6;78;63;83;71;80;67;66;69;65;76;70;75;72;73;33;2;江苏;16;1;0;0;202200;5001
297;蒋浩然;Jiang Haoran;5;0;7;66;73;74;75;72;69;69;68;72;66;71;73;70;71;23;5;江苏;16;4;0;0;201900;5001
298;温佳龙;Jia Long Wen;3;0;6;75;74;68;73;74;69;63;66;69;66;71;72;68;71;25;1;江苏;16;2;0;0;202320;5001
299;马建豪;MaJianHao;4;0;7;67;66;78;64;71;70;68;68;67;80;67;70;69;70;23;2;江苏;16;1;0;0;202202;5001
300;倪永康;Yong Kang Ni;4;0;7;66;69;65;67;72;73;68;68;69;62;66;66;71;69;21;2;江苏;16;2;0;0;202200;5001
301;陶彦儒;Tao Yanru;3;0;6;66;65;65;69;66;66;64;68;66;65;65;64;65;66;24;4;江苏;16;3;0;0;202000;5001
302;张稀然;Zhang Xiran;1;0;6;70;63;64;74;64;66;64;66;63;64;71;68;64;66;27;6;江苏;16;1;0;0;201800;5001
303;黄畅;HuangChang;1;0;6;78;63;75;68;54;49;58;72;62;74;62;72;57;65;21;2;江苏;16;1;0;0;202223;5001
304;闫实;Yan Shi;3;0;7;66;66;62;60;72;66;64;66;65;61;66;61;66;65;22;3;江苏;16;5;0;0;202100;5001
305;李禄曈;Li Lutong;5;0;7;64;64;58;70;66;69;65;65;64;59;66;63;65;64;22;4;江苏;16;1;0;0;202000;5001
306;许梦君;Xu Mengjun;3;0;6;64;70;79;51;67;66;64;61;64;68;63;64;63;64;26;7;江苏;16;1;0;0;201700;5001
307;李承耀;Li Chengyao;4;0;6;55;74;62;51;71;69;61;47;68;59;56;59;62;60;20;0;江苏;16;3;0;0;202400;5001
308;刘泽希;LiuZeXi;2;0;6;65;60;61;67;55;66;65;62;64;63;67;61;59;60;20;2;江苏;16;3;0;0;202200;5001
309;赵旭昕;Zhao Xuxin;5;0;0;51;47;46;40;49;45;48;34;49;44;38;38;37;37;25;5;江苏;16;3;0;0;201900;5001
310;安东尼奥-布莱克尼;ANTONIO BLAKENEY;2;0;9;77;82;95;95;91;77;79;71;79;94;92;93;83;88;27;2;南京;17;1;0;0;202200;2966
311;林葳;Lin Wei;2;3;10;76;69;88;88;76;67;71;78;73;88;87;85;75;80;20;2;南京;17;2;0;0;202200;585
312;曾繁日;Zeng Fanri;5;0;7;76;75;60;74;86;79;81;70;80;58;70;74;84;79;28;8;南京;17;2;0;0;201600;5001
313;王岚嵚;WangLanQin;1;0;7;76;71;79;79;80;67;72;77;73;81;79;80;77;79;26;2;南京;17;1;0;0;202200;704
314;塔科-法尔;TACKO FALL;5;0;8;65;82;47;74;91;84;77;64;77;58;65;69;85;78;28;2;南京;17;1;0;0;202200;958
315;刘东;Liu Dong;4;0;6;68;78;47;76;80;77;77;73;74;58;76;69;80;75;28;3;南京;17;2;0;0;202113;5001
316;赵柏清;Zhao Bai Qing;4;0;6;67;78;67;78;80;67;73;65;78;68;74;75;73;74;25;3;南京;17;3;0;0;202100;5001
317;李云开;Kevin Li;4;0;6;74;77;71;63;76;75;73;56;71;71;61;72;72;72;24;1;南京;17;1;0;0;202326;5001
318;西热力江-木合塔尔;Xirelijiang Muhetaer;2;0;8;76;59;73;76;80;69;67;70;63;73;63;70;73;71;33;24;南京;17;2;0;0;2000800;1930
319;王子瑞;Wang zirui;1;0;6;73;73;71;67;75;66;66;68;69;65;72;71;69;70;31;13;南京;17;1;0;0;201100;5001
320;丁彦雨航;Ding Yanyuhang;3;0;10;67;67;61;64;84;66;66;65;65;64;64;63;71;68;30;13;南京;17;1;0;0;201100;209
321;焦恩格尔-胡依山;Jiao Engeer;5;0;6;65;69;47;70;82;69;64;62;65;58;65;62;71;67;29;4;南京;17;1;0;0;202006;5001
322;邬挺嘉;Wu Tingjia;2;0;6;67;60;79;70;69;66;65;68;63;74;64;68;67;67;27;3;南京;17;2;0;0;202100;5001
323;马国栋;Guo Dong Ma;5;0;6;65;71;47;62;75;70;65;64;67;58;64;62;69;66;25;1;南京;17;1;0;0;202306;5001
324;魏一;WeiYi;4;0;6;65;66;75;62;71;69;65;62;65;65;64;66;67;66;19;2;南京;17;3;0;0;202200;5001
325;王睿;Wang Rui;4;0;6;66;61;81;68;65;66;67;62;64;62;64;66;64;65;25;7;南京;17;1;0;0;201700;5001
326;张富垚;Zhang Fuyao;2;3;7;71;58;78;68;62;67;60;61;63;76;63;69;60;65;22;0;南京;17;1;0;0;202400;5001
327;李泓澎;Li Hongpeng;3;0;6;65;73;63;69;63;67;63;64;62;61;63;64;62;64;26;6;南京;17;1;0;0;201800;5001
328;贾昊;HaoJia;3;0;6;65;68;63;64;62;67;64;62;63;63;65;63;62;63;25;3;南京;17;2;0;0;202111;5001
329;王彦凯;Wang Yankai;3;0;7;69;62;62;58;68;55;69;63;60;60;63;60;62;62;19;0;南京;17;1;0;0;202400;5001
330;麦吾兰-麦麦提伊敏;Mai Wu Lan;3;0;6;66;66;62;51;55;67;64;62;64;60;64;59;59;60;19;1;南京;17;2;0;0;202310;5001
331;尹椿文;YinChunwen;1;0;7;67;57;62;60;54;66;63;65;64;63;63;61;59;60;19;2;南京;17;3;0;0;202200;5001
332;孙熔孝;Sun RongXiao;4;0;6;65;47;47;51;68;67;62;62;62;64;64;52;64;58;29;3;南京;17;1;0;0;202100;5001
333;昂德雷-巴尔文;Ondrej Balvin;5;0;8;70;85;81;76;85;77;85;65;83;75;78;83;84;84;31;0;苏科;18;1;0;0;202400;5001
334;普润斯-库芒古;Prince Kamunga;3;4;8;74;82;80;84;83;72;76;73;77;76;80;82;79;82;31;0;苏科;18;1;0;0;202400;5001
335;帕尼尼奇-达科;Planinic Darko;5;0;7;62;88;65;70;85;77;74;63;91;65;68;77;79;78;33;0;苏科;18;1;0;0;202400;5001
336;DJ-斯图尔特;D.J. Stewart;2;3;7;77;76;85;65;74;68;70;76;71;87;66;78;74;76;24;0;苏科;18;1;0;0;202400;1470
337;张韩;Zhang Han;4;3;6;65;81;68;76;69;81;73;65;82;68;72;76;74;75;29;2;苏科;18;1;0;0;202200;5001
338;牛保顺;Niubao shun;3;4;6;68;76;75;75;67;69;70;70;71;71;76;74;69;73;26;6;苏科;18;1;0;0;201800;5001
339;沈子然;Shen Ziran;5;0;6;60;82;66;68;67;80;76;65;77;64;64;71;75;73;27;9;苏科;18;1;0;0;201500;5001
340;杨越;YANG Y.;2;1;3;77;73;76;77;68;64;69;70;71;78;75;77;68;73;30;9;苏科;18;1;0;0;201500;5001
341;杜佳宝;Du Jiabao;2;1;6;78;63;83;74;74;63;65;65;65;81;68;76;66;71;25;2;苏科;18;1;0;0;202200;5001
342;林思阳;Lin Siyang;5;0;6;72;70;63;62;75;78;73;56;71;64;60;67;74;71;25;3;苏科;18;1;0;0;202100;5001
343;罗毅;Luo Yi;3;4;6;72;70;67;76;66;65;73;67;73;72;69;72;67;71;26;5;苏科;18;1;0;0;201900;5001
344;于翔;Yu Xiang;1;2;6;86;62;73;77;69;54;64;68;69;76;69;78;64;71;28;7;苏科;18;1;0;0;201700;5001
345;赵烨;Zhao Ye;3;4;6;72;69;69;64;69;65;70;74;71;70;65;68;70;70;26;9;苏科;18;1;0;0;201500;5001
346;加那尔别克-白谢巴依;Ganalbek Baishebai;4;3;6;61;76;71;62;65;74;73;62;77;68;63;69;69;69;20;3;苏科;18;1;0;0;202100;5001
347;刘清政;Liu Qingzheng;2;1;6;77;66;80;71;69;60;65;62;65;81;68;74;63;69;23;2;苏科;18;1;0;0;202200;5001
348;边郑迦勒;Bian Zhengjiale;2;1;6;65;66;77;59;74;53;70;76;62;73;66;66;70;68;23;0;苏科;18;1;0;0;202400;5001
349;郭羽舟;Guo Yuzhou;4;3;6;69;69;63;61;74;76;62;60;73;61;62;66;69;67;23;2;苏科;18;1;0;0;202200;5001
350;刘剑阁;Liu Jiange;1;2;6;77;71;70;61;65;61;67;63;71;72;62;71;63;67;24;2;苏科;18;1;0;0;202200;5001
351;德兹明-威尔斯;DEZMINE WELLS;3;4;8;73;81;81;76;76;74;73;74;82;80;83;82;76;80;31;0;安徽;19;1;0;0;202400;5001
352;里奇-雷多;Ricky Ledo;2;0;7;74;80;84;80;80;75;74;72;80;81;73;82;78;80;31;0;安徽;19;1;0;0;202400;1206
353;马库斯-丹蒙;Marcus Denmon;2;0;7;72;80;77;76;83;75;70;68;74;72;73;76;76;76;33;0;安徽;19;1;0;0;202400;1762
354;杨文博;Yang wen bo;1;2;6;77;70;80;73;70;64;63;64;69;80;72;78;64;72;33;9;安徽;19;1;0;0;201500;5001
355;蒋淯安;Jiang YuAn;1;2;6;73;70;74;70;77;58;62;71;69;73;68;73;68;71;32;0;安徽;19;1;0;0;202400;5001
356;王思奇;WANG S.Q.;2;1;6;71;63;71;66;68;72;74;70;71;77;66;69;72;70;29;4;安徽;19;1;0;0;202000;5001
357;原晨云;Yuan Chenyun;3;4;6;77;66;72;64;69;71;62;73;70;70;66;70;69;70;24;0;安徽;19;1;0;0;202400;5001
358;张正昕;Zhang Zhengxin;5;0;6;66;73;72;61;75;74;67;55;72;71;64;70;70;70;28;0;安徽;19;1;0;0;202400;5001
359;李祥波;lixiangbo;3;4;6;75;63;70;73;73;69;59;68;63;69;70;70;67;69;24;6;安徽;19;1;0;0;201800;5001
360;李雪松;li xuesong;2;1;6;72;70;70;73;71;59;64;69;72;74;71;72;66;69;32;10;安徽;19;1;0;0;201400;5001
361;田泽皓;Tian Zehao;4;3;6;68;68;65;63;79;71;67;64;67;67;63;66;72;69;24;0;安徽;19;1;0;0;202400;5001
362;刘仁斌;Liu Renbin;5;0;6;65;72;59;70;73;67;70;60;76;60;66;68;68;68;24;6;安徽;19;1;0;0;201800;5001
363;张翔;Zhang Xiang;1;2;6;70;71;70;73;71;61;58;70;69;71;67;71;65;68;24;0;安徽;19;1;0;0;202400;5001
364;达卡里-约翰逊;DAKARI JOHNSON;4;0;7;70;69;47;60;70;69;75;66;71;58;68;62;71;67;28;2;安徽;19;1;0;0;201900;2260
365;李文豪;Li Wenhao;3;4;7;66;71;62;70;68;58;69;66;71;67;74;68;64;67;25;0;安徽;19;1;0;0;202400;5001
366;汤杰;Tang Jie;1;2;7;68;66;74;71;66;53;64;70;65;73;69;70;63;67;23;6;安徽;19;1;0;0;201800;5001
367;王延之;yanzhiwang;5;0;6;57;68;69;58;69;72;70;64;70;70;61;64;70;67;23;4;安徽;19;1;0;0;202000;5001
368;王加冕;Wang Jiamian;1;2;6;71;63;79;65;63;52;60;71;62;78;66;71;61;66;24;2;安徽;19;1;0;0;202200;5001
369;冶征文;Yezhengwen;1;2;6;71;63;76;68;62;51;66;69;63;71;70;70;62;66;24;0;安徽;19;1;0;0;202400;5001
370;泰勒-斯通;Tyler Stone;4;0;7;80;84;77;84;80;80;75;70;85;82;80;87;80;83;32;0;合肥;20;1;0;0;202400;5001
371;寸守伟;CUN S.W.;5;0;6;65;85;66;70;81;75;74;61;83;72;71;77;76;77;37;9;合肥;20;1;0;0;201500;5001
372;诸宏春;Zhu Hongchun;2;1;6;77;68;76;78;74;62;70;77;74;80;78;78;73;75;34;0;合肥;20;1;0;0;202400;5001
373;何泽;He Ze;3;4;6;79;79;64;76;74;63;75;62;76;68;77;76;69;73;27;6;合肥;20;1;0;0;201800;5001
374;李晓鹏;Li Xiao Peng;4;0;6;75;81;66;64;75;75;71;59;75;65;64;73;72;72;27;10;合肥;20;1;0;0;201400;5001
