image;name;nameBirth;potential;positionFirst;positionSecond;skillPass;skillShotInterior;skillShotExterior;skillShotFree;skillPhysique;skillBlock;skillRebound;skillSteal;tendencyIn;tendencyEx;tendencyFr;ATT;DEF;Ranks;age;draft;info;stateHeight;stateWeight
2195;杰夫-韦伯斯特;Jeff Webster;5;4;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2196;马泰尔-韦伯斯特;Martell Webster;5;2;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2197;伊什-韦恩莱特;Ish Wainright;5;4;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2198;托马斯-韦尔什;Thomas Welsh;5;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2199;奎因达里-韦瑟斯庞;Quinndary Weatherspoon;5;2;1;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2200;德隆蒂-韦斯特;Delonte West;5;2;1;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2201;卢卡-维尔多萨;Luca Vildoza;5;2;1;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2202;查理-维兰纽瓦;Charlie Villanueva;6;4;5;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2203;乔-维斯坎普;Joe Wieskamp;5;2;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2204;唐图尼奥-温菲尔德;Dontonio Wingfield;5;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2205;大卫-温盖特;David Wingate;5;3;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2206;马库斯-文尼休斯;Marcus Vinicius;5;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2207;查理-沃德;Charlie Ward;5;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2208;大卫-沃恩;David Vaughn;5;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2209;杰伦-胡德-希菲诺;Jalen Hood-Schifino;6;1;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2210;拉沙德-沃恩;Rashad Vaughn;5;2;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2211;乔-沃尔夫;Joe Wolf;5;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2212;乔-沃格尔;Joe Vogel;5;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2213;贾巴里-沃克;Jabari Walker;5;3;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2214;朗尼-沃克;Lonnie Walker;6;1;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2215;海伍德-沃克曼;Haywoode Workman;5;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2216;乔丹-沃拉;Jordan Nwora;6;4;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2217;杰克-沃斯库尔;Jake Voskuhl;5;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2218;特伦登-沃特福特;Trendon Watford;6;4;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2219;保罗-沃特森;Paul Watson;5;2;1;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2220;贾米尔-沃特森;Jamie Watson;5;3;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2221;特里蒙特-沃特斯;Tremont Waters;5;1;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2222;罗伯特-伍达德;Robert Woodard II;5;4;5;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2223;大卫-伍德;David Wood;5;4;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2224;罗科-伍基奇;Roko Ukić;5;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2225;昆特尔-伍兹;Qyntel Woods;5;3;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2226;劳伦-伍兹;Loren Woods;5;4;5;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2227;戴维达斯-西尔维迪斯;Deividas Sirvydis;5;3;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2228;鲍比-西蒙斯;Bobby Simmons;5;2;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2229;科比-西蒙斯;Kobi Simmons;5;1;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2230;莱昂内尔-西蒙斯;Lionel Simmons;5;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2231;塞德里克-西蒙斯;Cedric Simmons;5;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2232;赫伯特-希尔;Herbert Hill;5;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2233;达伦-希尔拉德;Darrun Hilliard;5;2;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2234;马里克-希利;Malik Sealy;5;2;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2235;拉扬-吕佩尔;Rayan Rupert;6;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2236;沃尔特-夏普;Walter Sharpe;5;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2237;史蒂夫-谢夫勒;Steve Scheffler;5;5;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2238;内特-辛顿;Nate Hinton;5;2;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2239;萨特南-辛格-巴马拉;Satnam Singh Bhamara;5;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2240;凯尔-辛格勒;Kyle Singler;5;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2241;肖恩-辛格特里;Sean Singletary;5;2;1;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2242;拜伦-休斯顿;Byron Houston;5;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2243;萨姆-雅各布森;Sam Jacobson;5;2;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2244;凯西-雅克布森;Casey Jacobsen;5;2;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2245;文森特-亚伯勒;Vincent Yarbrough;5;2;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2246;杰伦-亚当斯;Jaylen Adams;5;1;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2247;迈克尔-亚当斯;Michael Adams;5;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2248;罗伯卡斯-亚夫托卡斯;Robertas Javtokas;5;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2249;凯尔-亚历山大;Kyle Alexander;5;3;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2250;康特尼-亚历山大;Courtney Alexander;5;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2251;科里-亚历山大;Cory Alexander;5;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2252;泰肖恩-亚历山大;Ty-Shon Alexander;5;1;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2253;维克多-亚历山大;Victor Alexander;5;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2254;约瑟夫-杨;Joseph Young;5;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2255;杜峰;Du Feng;8;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2256;贾罗德-尤托夫;Jarrod Uthoff;5;4;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2257;小帕特里克-尤因;Patrick Ewing Jr.;5;3;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2258;BJ-约翰逊;B.J. Johnson;5;3;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2259;埃尔文-约翰逊;Ervin Johnson;5;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2260;达卡里-约翰逊;Dakari Johnson;5;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2261;达柳斯-约翰逊-奥多姆;Darius Johnson-Odom;5;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2262;大卫-约翰逊;David Johnson;5;1;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2263;德马克-约翰逊;DeMarco Johnson;5;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2264;肯-约翰逊;Kenyatta Allen Johnson;5;4;5;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2265;亚历山大-约翰逊;Alexander Johnson;5;4;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2266;罗卡斯-约库拜蒂斯;Rokas Jokubaitis;5;1;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2267;马库斯-泽加罗斯基;Marcus Zegarowski;5;1;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2268;贾斯廷-詹姆斯;Justin James;5;2;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2269;明道加斯-祖考斯卡斯;Mindaugas Zukauskas;5;3;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2270;欧乌雷利乌斯-祖考斯卡斯;Eurelijus Žukauskas;5;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2271;托米斯拉夫-佐比奇;Tomislav Zubcic;5;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2272;里基-索伯斯;Ricky Sobers;7;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2273;杰夫-卢兰德;Jeff Ruland;8;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2274;汤姆-麦克米伦;Tom McMillen;7;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2275;格雷格-巴拉德;Gregory Ballard;5;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2276;弗兰克-约翰逊;Frank Johnson;7;1;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2277;瑟尔-贝利;Thurl Bailey;7;5;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2278;约翰-德鲁;John Drew;7;3;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2279;达雷尔-格里菲斯;Darrell Griffith;8;2;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2280;里基-格林;Rickey Green;7;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2281;杰夫-威尔金斯;Jeff Wilkins;7;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2282;鲍勃-汉森;Bob Hansen;6;1;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2283;马克-伊顿;Mark Eaton;8;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2284;迈克-米切尔;Michael Mitchell;7;4;5;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2285;阿尔提尔-吉尔莫尔;Artis Gilmore;10;5;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2286;约翰-卢卡斯二世;John Lucas II;9;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2287;杰纳-班克斯;Gene Banks;7;2;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2288;埃德加-琼斯;Edgar Jones;7;5;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2289;约翰尼-摩尔;Johnny Moore;6;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2290;凯文-威廉姆斯;Kevin Williams;6;3;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2291;约翰-帕克森;John Paxson;5;1;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2292;麦克-麦克纳玛纳;Mark McNamara;6;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2293;罗恩-布鲁尔;Ron Brewer;6;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2294;拉萨尔-汤普森;LaSalle Thompson;7;5;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2295;拉里-德鲁;Larry Drew;7;1;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2296;乔-梅里维尔瑟;Joe Meriweather;7;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2297;雷杰-瑟乌斯;Reggie Theus;7;2;1;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2298;比利-奈特;Billy Knight;7;2;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2299;迈克-伍德森;Mike Woodson;7;2;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2300;艾德-内里;Eddie Nealy;5;4;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2301;唐-布斯;Don Buse;7;1;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2302;达夫-罗比斯;Dave Robisch;7;5;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2303;马克-奥伯丁;Mark Olberding;6;3;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2304;史蒂夫-约翰逊;Steve Johnson;6;5;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2305;达内尔-瓦伦丁;Darnell Valentine;7;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2306;卡尔文-奈特;Calvin Natt;7;3;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2307;迈克尔-汤普森;Mychal Thompson;7;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2308;维恩-库珀;Wayne Cooper;7;5;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2309;吉姆-帕克森;Jim Paxson;7;2;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2310;阿代尔-诺里斯;Audie Norris;5;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2311;拉斐特-利弗;Lafayette Lever;7;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2312;王立彬;wang libin;8;5;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2313;匡鲁彬;KuangLubin;8;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2314;刘建立;LiuJianli;8;2;1;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2315;孙凤武;SunFengwu;8;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2316;李亚光;Li Yaguang;8;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2317;吕锦清;LvJinqing;8;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2318;张斌;SunBin;7;3;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2319;郭永林;GuoYonglin;8;3;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2320;黄云龙;Huang Yunlong;7;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2321;沃尔特-戴维斯;Walter Davis;7;2;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2322;拉里-南斯;Larry Nance;8;4;5;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2323;里克-罗比;Rick Robey;5;4;5;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2324;莫里斯-卢卡斯;Maurice Lucas;8;4;5;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2325;阿尔万-亚当斯;Alvan Adams;7;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2326;保罗-韦斯特法尔;Paul Westphal;8;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2327;阿尔文-斯科特;Alvin Scott;5;3;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2328;查尔斯-戴维斯;Charles Davis;6;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2329;布莱恩-瓦里克;Bryan Warrick;6;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2330;达伦-达耶;Darren Daye;6;3;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2331;乔-科佩吉;Joe Kopicki;6;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2332;迈克-吉布森;Mike Gibson;6;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2333;迈克尔-威尔森;Michael Wilson;5;2;1;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2334;德维恩-斯凯尔斯;DeWayne Scales;5;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2335;杰里-伊维斯;Jerry Eaves;7;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2336;里奇-凯雷;Rich Kelley;7;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2337;JJ-安德森;J. J. Anderson;5;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2338;汤姆-博斯威尔;Tom Boswell;5;4;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2339;基斯-埃德蒙森;Keith Edmonson;7;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2340;达夫-巴顿;Dave Batton;5;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2341;罗杰-菲格利;Roger Phegley;6;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2342;达内尔-洛克哈特;Darrell Lockhart;5;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2343;达恩-萨特;Dane Suttle;5;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2344;凯文-洛德;Kevin Loder;5;3;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2345;拉里-米绍;Larry Micheaux;7;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2346;肯尼-凯尔;Kenny Carr;7;4;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2347;杰夫-兰普;Jeff Lamp;6;3;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2348;汤姆-皮奥特洛斯基;Tom Piotrowski;7;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2349;彼得-费尔胡芬;Pete Verhoeven;5;4;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2350;凯尔-迈西;Kyle Macy;7;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2351;罗德-福斯特;Rod Foster;7;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2352;约翰-海;Johnny High;5;1;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2353;罗伊-怀特;Rory White;5;3;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2354;迈克-桑德斯;Mike Sanders;6;3;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2355;查尔斯-皮特曼;Charles Pittman;5;4;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2356;莫里斯-奇克斯;Maurice Cheeks;7;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2357;安德鲁-托尼;Andrew Toney;7;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2358;克林特-理查德森;Clint Richardson;7;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2359;科勒姆恩-约翰逊;Clemon Johnson;5;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2360;马克-雅法罗尼;Marc Iavaroni;6;4;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2361;萨姆-威廉姆斯;Sam Williams;6;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2362;维斯-马修斯;Wes Matthews;6;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2363;赛达勒-斯瑞特;Sedale Threatt;7;1;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2364;富兰克林-爱德华兹;Franklin Edwards;5;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2365;莱劳-奥斯丁;Leo Rautins;7;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2366;杰克-西科马;Jack Sikma;7;5;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2367;盖斯-威廉姆斯;Gus Williams;8;1;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2368;汤姆-钱伯斯;Tom Chambers;9;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2369;大卫-汤普森;David Thompson;9;2;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2370;弗莱德-布朗;Fred Brown;7;2;1;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2371;克莱-约翰逊;Clay Johnson;5;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2372;丹尼-沃尼斯;Danny Vranes;5;4;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2373;史蒂夫-霍伊斯;Steve Hawes;6;5;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2374;乔恩-桑德沃德;Jon Sundvold;7;1;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2375;查尔斯-布拉德利;Charles Bradley;5;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2376;雷吉-金;Reggie King;7;4;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2377;斯科奥特-麦克雷;Scooter McCray;6;3;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2378;史蒂夫-海耶斯;Steve Hayes;7;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2379;伯纳德-金;Bernard King;9;3;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2380;雷-威廉姆斯;Ray Williams;7;1;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2381;特鲁克-罗宾逊;Truck Robinson;6;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2382;罗伊-斯帕罗;Rory Sparrow;7;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2383;路易斯-奥尔;Louis Orr;6;4;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2384;达雷尔-沃克;Darrell Walker;6;2;1;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2385;特伦特-塔克;Trent Tucker;6;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2386;厄尔尼-格伦菲尔德;Ernie Grunfeld;5;3;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2387;鲁迪-麦克林;Rudy Macklin;5;3;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2388;马尔文-韦伯斯特;Marvin Webster;5;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2389;埃里克-费恩斯腾;Eric Fernsten;5;5;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2390;莱恩-埃尔摩尔;Len Elmore;5;5;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2391;西德尼-蒙克利夫;Sidney Moncrief;9;2;1;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2392;马奎斯-约翰逊;Marques Johnson;7;3;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
2393;朱尼奥-布里奇曼;Junior Bridgeman;7;3;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
