No;name;nameBirth;positionFirst;positionSecond;potential;skillPass;skillShotInterior;skillShotExterior;skillShotFree;skillPhysique;skillBlock;skillRebound;skillSteal;tendencyIn;tendencyEx;tendencyFr;ATT;DEF;Ranks;age;yearsLeague;team;teamID;yearsContract;salary;draft;image;info;allStars;allStarsMvps;allTeam1;allTeam2;allTeam3;best3ptsers;bestBlockers;bestPassers;bestRebounders;bestRookie;bestScorers;bestStealers;defTeam1;defTeam2;defTeam3;dpoy;fmvps;mvps;rings;sixmans
118;韦恩-查普曼;Wayne Chapman;3;0;6;60;72;63;76;58;65;59;67;71;64;69;60;67;64;26;3;步行者;9;1;0;1967156;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
119;阿维斯塔-凯利;Arvesta Kelly;2;1;6;76;73;69;69;64;53;52;64;67;73;64;56;71;64;26;4;步行者;9;1;0;196785;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
120;约翰-巴恩希尔;John Barnhill;1;2;6;81;74;61;75;72;51;66;78;70;66;73;69;75;72;33;9;步行者;9;1;0;195979;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
121;马夫-温克勒;Marv Winkler;2;0;6;68;73;69;74;61;52;52;60;69;73;72;53;71;62;23;1;步行者;9;1;0;197050;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
122;迈克-普莱斯;Mike Price;2;0;6;76;66;67;74;58;56;64;72;61;68;69;61;69;66;23;1;步行者;9;2;0;197017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
123;卡里姆-阿布杜尔-贾巴尔;Kareem Abdul-Jabbar;5;0;11;64;93;70;95;96;94;96;68;94;68;91;88;99;94;24;2;雄鹿;10;2;0;196901;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
124;奥斯卡-罗伯特森;Oscar Robertson;1;0;10;86;87;78;89;81;68;77;74;81;80;83;89;78;84;33;10;雄鹿;10;1;0;196001;49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
125;鲍勃-丹德里奇;Bob Dandridge;3;0;8;65;88;74;84;88;63;78;71;78;74;77;79;78;80;24;2;雄鹿;10;2;0;196945;851;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
126;柯蒂斯-佩里;Curtis Perry;4;5;7;58;77;57;63;89;77;81;68;71;59;56;62;84;73;23;1;雄鹿;10;3;0;197035;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
127;鲁西斯-阿伦;Lucius Allen;1;0;7;67;81;76;80;80;61;63;67;70;78;69;76;68;72;24;2;雄鹿;10;2;0;196903;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
128;乔恩-麦克格洛克林;Jon McGlocklin;2;3;8;68;71;72;68;71;64;69;67;68;73;59;68;68;68;28;6;雄鹿;10;2;0;196527;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
129;沃利-琼斯;Wali Jones;1;2;6;81;71;58;78;63;61;58;66;62;62;70;71;60;66;29;7;雄鹿;10;2;0;196420;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
130;约翰-布洛克;John Block;4;5;8;58;95;60;67;90;84;85;71;80;61;62;71;89;80;27;5;雄鹿;10;2;0;196627;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
131;托比-金宝尔;Toby Kimball;4;0;6;60;75;55;63;75;72;73;60;65;57;56;61;72;66;29;5;雄鹿;10;2;0;196525;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
132;查理-洛瑞;Charlie Lowery;1;0;6;68;60;60;68;60;54;57;60;60;64;57;62;55;58;22;0;雄鹿;10;2;0;1971125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
133;比尔-丁威迪;Bill Dinwiddie;4;3;6;63;72;61;69;68;73;71;63;63;62;62;64;69;67;28;3;雄鹿;10;1;0;196700;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
134;杰夫-韦伯;Jeff Webb;2;0;6;67;69;62;73;59;56;60;61;61;65;63;64;56;60;23;1;雄鹿;10;1;0;197000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
135;巴里-尼尔森;Barry Nelson;5;0;6;64;77;51;67;72;74;70;53;65;53;63;64;69;67;22;0;雄鹿;10;4;0;197185;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
136;卢-哈德森;Lou Hudson;2;3;9;73;90;84;94;92;65;70;83;83;83;86;88;83;85;27;5;老鹰;11;4;0;196604;1146;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
137;沃尔特-贝拉米;Walt Bellamy;5;0;9;58;96;57;78;91;88;91;65;85;58;74;76;93;85;32;10;老鹰;11;1;0;196101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
138;皮特-马拉维奇;Pete Maravich;2;0;9;78;81;85;88;87;55;64;68;78;84;81;86;70;79;24;1;老鹰;11;3;0;197003;51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
139;唐-亚当斯;Don Adams;3;0;7;61;80;70;74;81;67;81;68;70;70;65;70;77;74;24;1;老鹰;11;2;0;1970120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
140;赫姆-吉列姆;Herm Gilliam;2;1;7;67;75;71;77;74;61;65;71;67;72;67;71;68;70;25;2;老鹰;11;1;0;1968163;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
141;唐-梅;Don May;3;0;6;75;67;59;75;67;65;70;68;62;61;68;67;67;68;26;3;老鹰;11;2;0;196830;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
142;乔治-特拉普;George Trapp;4;0;6;70;68;48;62;65;63;70;55;62;51;57;59;62;61;23;0;老鹰;11;4;0;197105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
143;鲍伯-克里斯蒂安;Bob Christian;5;0;6;65;77;56;60;71;74;65;55;65;57;56;63;67;66;25;2;老鹰;11;2;0;1969109;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
144;拉里-齐格弗里德;Larry Siegfried;1;2;6;69;73;67;77;69;59;64;67;63;70;66;70;64;68;32;8;老鹰;11;1;0;196103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
145;杰夫-哈里伯顿;Jeff Halliburton;2;0;6;68;65;57;68;58;52;58;60;60;60;59;60;53;57;22;0;老鹰;11;2;0;197131;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
146;汤姆-佩恩;Tom Payne;5;0;6;55;74;42;65;63;62;63;52;62;46;58;56;58;57;21;0;老鹰;11;4;0;197100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
147;米尔特-威廉姆斯;Milt Williams;1;0;6;74;63;52;67;59;48;58;60;60;57;57;61;53;58;26;1;老鹰;11;2;0;1968202;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
148;吉姆-戴维斯;Jim Davis;5;0;6;67;78;56;73;66;65;70;56;64;57;69;68;64;66;30;4;老鹰;11;1;0;196429;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
149;沙勒尔-汉密尔顿;Shaler Halimon;3;2;6;68;67;53;72;70;66;58;59;63;56;64;62;61;62;26;3;老鹰;11;2;0;196814;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
150;黄蜂1;黄蜂1;1;0;6;60;60;60;60;60;60;60;60;60;64;49;56;57;57;26;5;黄蜂;12;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
151;黄蜂2;黄蜂2;1;0;6;60;60;60;60;60;60;60;60;60;64;49;56;57;57;26;5;黄蜂;12;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
152;黄蜂3;黄蜂3;2;0;6;60;60;60;60;60;60;60;60;60;63;50;56;57;56;26;5;黄蜂;12;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
153;黄蜂4;黄蜂4;2;0;6;60;60;60;60;60;60;60;60;60;63;50;56;57;56;26;5;黄蜂;12;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
154;黄蜂5;黄蜂5;3;0;6;60;60;60;60;60;60;60;60;60;62;51;56;57;57;26;5;黄蜂;12;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
155;黄蜂6;黄蜂6;3;0;6;60;60;60;60;60;60;60;60;60;62;51;56;57;57;26;5;黄蜂;12;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
156;黄蜂7;黄蜂7;4;0;6;60;60;60;60;60;60;60;60;60;61;52;57;57;57;26;5;黄蜂;12;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
157;黄蜂8;黄蜂8;4;0;6;60;60;60;60;60;60;60;60;60;61;52;57;57;57;26;5;黄蜂;12;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
158;黄蜂9;黄蜂9;5;0;6;60;60;60;60;60;60;60;60;60;60;54;57;57;57;26;5;黄蜂;12;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
159;黄蜂10;黄蜂10;5;0;6;60;60;60;60;60;60;60;60;60;60;54;57;57;57;26;5;黄蜂;12;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
160;黄蜂11;黄蜂11;1;0;6;60;60;60;60;60;60;60;60;60;64;49;56;57;57;26;5;黄蜂;12;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
161;黄蜂12;黄蜂12;2;0;6;60;60;60;60;60;60;60;60;60;63;50;56;57;56;26;5;黄蜂;12;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
162;黄蜂13;黄蜂13;3;0;6;60;60;60;60;60;60;60;60;60;62;51;56;57;57;26;5;黄蜂;12;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
163;黄蜂14;黄蜂14;4;0;6;60;60;60;60;60;60;60;60;60;61;52;57;57;57;26;5;黄蜂;12;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
164;黄蜂15;黄蜂15;5;0;6;60;60;60;60;60;60;60;60;60;60;54;57;57;57;26;5;黄蜂;12;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
165;热火1;热火1;1;0;6;60;60;60;60;60;60;60;60;60;64;49;56;57;57;26;5;热火;13;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
166;热火2;热火2;1;0;6;60;60;60;60;60;60;60;60;60;64;49;56;57;57;26;5;热火;13;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
167;热火3;热火3;2;0;6;60;60;60;60;60;60;60;60;60;63;50;56;57;56;26;5;热火;13;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
168;热火4;热火4;2;0;6;60;60;60;60;60;60;60;60;60;63;50;56;57;56;26;5;热火;13;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
169;热火5;热火5;3;0;6;60;60;60;60;60;60;60;60;60;62;51;56;57;57;26;5;热火;13;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
170;热火6;热火6;3;0;6;60;60;60;60;60;60;60;60;60;62;51;56;57;57;26;5;热火;13;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
171;热火7;热火7;4;0;6;60;60;60;60;60;60;60;60;60;61;52;57;57;57;26;5;热火;13;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
172;热火8;热火8;4;0;6;60;60;60;60;60;60;60;60;60;61;52;57;57;57;26;5;热火;13;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
173;热火9;热火9;5;0;6;60;60;60;60;60;60;60;60;60;60;54;57;57;57;26;5;热火;13;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
174;热火10;热火10;5;0;6;60;60;60;60;60;60;60;60;60;60;54;57;57;57;26;5;热火;13;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
175;热火11;热火11;1;0;6;60;60;60;60;60;60;60;60;60;64;49;56;57;57;26;5;热火;13;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
176;热火12;热火12;2;0;6;60;60;60;60;60;60;60;60;60;63;50;56;57;56;26;5;热火;13;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
177;热火13;热火13;3;0;6;60;60;60;60;60;60;60;60;60;62;51;56;57;57;26;5;热火;13;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
178;热火14;热火14;4;0;6;60;60;60;60;60;60;60;60;60;61;52;57;57;57;26;5;热火;13;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
179;热火15;热火15;5;0;6;60;60;60;60;60;60;60;60;60;60;54;57;57;57;26;5;热火;13;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
180;魔术1;魔术1;1;0;6;60;60;60;60;60;60;60;60;60;64;49;56;57;57;26;5;魔术;14;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
181;魔术2;魔术2;1;0;6;60;60;60;60;60;60;60;60;60;64;49;56;57;57;26;5;魔术;14;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
182;魔术3;魔术3;2;0;6;60;60;60;60;60;60;60;60;60;63;50;56;57;56;26;5;魔术;14;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
183;魔术4;魔术4;2;0;6;60;60;60;60;60;60;60;60;60;63;50;56;57;56;26;5;魔术;14;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
184;魔术5;魔术5;3;0;6;60;60;60;60;60;60;60;60;60;62;51;56;57;57;26;5;魔术;14;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
185;魔术6;魔术6;3;0;6;60;60;60;60;60;60;60;60;60;62;51;56;57;57;26;5;魔术;14;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
186;魔术7;魔术7;4;0;6;60;60;60;60;60;60;60;60;60;61;52;57;57;57;26;5;魔术;14;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
187;魔术8;魔术8;4;0;6;60;60;60;60;60;60;60;60;60;61;52;57;57;57;26;5;魔术;14;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
188;魔术9;魔术9;5;0;6;60;60;60;60;60;60;60;60;60;60;54;57;57;57;26;5;魔术;14;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
189;魔术10;魔术10;5;0;6;60;60;60;60;60;60;60;60;60;60;54;57;57;57;26;5;魔术;14;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
190;魔术11;魔术11;1;0;6;60;60;60;60;60;60;60;60;60;64;49;56;57;57;26;5;魔术;14;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
191;魔术12;魔术12;2;0;6;60;60;60;60;60;60;60;60;60;63;50;56;57;56;26;5;魔术;14;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
192;魔术13;魔术13;3;0;6;60;60;60;60;60;60;60;60;60;62;51;56;57;57;26;5;魔术;14;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
193;魔术14;魔术14;4;0;6;60;60;60;60;60;60;60;60;60;61;52;57;57;57;26;5;魔术;14;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
194;魔术15;魔术15;5;0;6;60;60;60;60;60;60;60;60;60;60;54;57;57;57;26;5;魔术;14;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
195;韦斯-昂塞尔德;Wes Unseld;5;0;10;58;87;54;58;99;84;99;68;88;55;54;67;98;83;25;3;子弹;15;2;0;196802;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
196;杰克-马林;Jack Marin;3;0;8;62;88;79;86;90;65;74;63;78;78;77;80;75;79;27;5;子弹;15;1;0;196605;1044;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
197;菲尔-切尼尔;Phil Chenier;2;0;8;66;81;74;80;83;64;65;67;74;75;70;75;71;73;21;0;子弹;15;4;0;197104;1010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
198;达夫-斯托沃茨;Dave Stallworth;3;0;6;72;69;55;63;60;68;58;67;61;58;57;61;61;62;30;5;子弹;15;1;0;196505;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
199;迈克-普莱斯;Mike Riordan;3;2;6;69;70;60;73;66;66;62;62;62;62;65;65;62;65;26;3;子弹;15;1;0;1967128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
200;凯文-朗格利;Kevin Loughery;2;1;7;81;75;67;74;66;66;62;70;65;69;68;73;65;69;31;9;子弹;15;1;0;196192;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
201;约翰-特雷斯万特;John Tresvant;4;0;6;59;70;56;75;65;72;73;60;62;58;66;62;68;65;32;7;子弹;15;1;0;196442;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
202;斯坦-乐福;Stan Love;4;0;6;61;75;57;66;68;66;64;53;64;59;59;62;62;62;22;0;子弹;15;4;0;197109;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
203;盖斯-约翰逊;Gus Johnson;4;3;9;71;69;61;75;84;74;68;74;73;62;69;69;78;74;33;8;子弹;15;2;0;196311;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
204;加里-泽勒;Gary Zeller;2;0;6;65;74;66;70;61;56;54;61;62;68;61;65;55;60;24;1;子弹;15;1;0;197083;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
205;多利斯-穆雷;Dorie Murrey;4;5;6;70;69;48;71;71;65;72;56;63;51;65;62;66;64;28;5;子弹;15;2;0;196612;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
206;特里-德里斯科尔;Terry Driscoll;4;5;6;59;68;60;74;76;69;67;64;64;61;65;63;70;67;24;1;子弹;15;1;0;196904;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
207;里奇-里纳尔迪;Rich Rinaldi;2;0;6;64;68;65;73;68;64;61;67;62;67;62;64;64;64;22;0;子弹;15;4;0;197143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
208;独行侠1;独行侠1;1;0;6;60;60;60;60;60;60;60;60;60;64;49;56;57;57;26;5;独行侠;16;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
209;独行侠2;独行侠2;1;0;6;60;60;60;60;60;60;60;60;60;64;49;56;57;57;26;5;独行侠;16;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
210;独行侠3;独行侠3;2;0;6;60;60;60;60;60;60;60;60;60;63;50;56;57;56;26;5;独行侠;16;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211;独行侠4;独行侠4;2;0;6;60;60;60;60;60;60;60;60;60;63;50;56;57;56;26;5;独行侠;16;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
212;独行侠5;独行侠5;3;0;6;60;60;60;60;60;60;60;60;60;62;51;56;57;57;26;5;独行侠;16;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
213;独行侠6;独行侠6;3;0;6;60;60;60;60;60;60;60;60;60;62;51;56;57;57;26;5;独行侠;16;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
214;独行侠7;独行侠7;4;0;6;60;60;60;60;60;60;60;60;60;61;52;57;57;57;26;5;独行侠;16;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
215;独行侠8;独行侠8;4;0;6;60;60;60;60;60;60;60;60;60;61;52;57;57;57;26;5;独行侠;16;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
216;独行侠9;独行侠9;5;0;6;60;60;60;60;60;60;60;60;60;60;54;57;57;57;26;5;独行侠;16;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
217;独行侠10;独行侠10;5;0;6;60;60;60;60;60;60;60;60;60;60;54;57;57;57;26;5;独行侠;16;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
218;独行侠11;独行侠11;1;0;6;60;60;60;60;60;60;60;60;60;64;49;56;57;57;26;5;独行侠;16;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
219;独行侠12;独行侠12;2;0;6;60;60;60;60;60;60;60;60;60;63;50;56;57;56;26;5;独行侠;16;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
220;独行侠13;独行侠13;3;0;6;60;60;60;60;60;60;60;60;60;62;51;56;57;57;26;5;独行侠;16;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
221;独行侠14;独行侠14;4;0;6;60;60;60;60;60;60;60;60;60;61;52;57;57;57;26;5;独行侠;16;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
222;独行侠15;独行侠15;5;0;6;60;60;60;60;60;60;60;60;60;60;54;57;57;57;26;5;独行侠;16;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
223;埃尔文-海耶斯;Elvin Hayes;5;4;10;63;96;57;82;91;91;90;70;89;58;79;80;94;88;26;3;火箭;17;1;0;196801;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
224;斯图-朗姿;Stu Lantz;2;1;7;72;85;76;86;88;66;68;80;73;77;78;80;79;80;26;3;火箭;17;1;0;196823;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
225;鲁迪-汤姆贾诺维奇;Rudy Tomjanovich;4;3;9;63;84;68;81;92;81;80;67;81;68;75;77;86;81;23;1;火箭;17;3;0;197002;1488;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
226;卡尔文-墨菲;Calvin Murphy;1;2;8;76;80;70;84;84;57;62;73;74;73;75;79;71;75;23;1;火箭;17;3;0;197018;628;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
227;格雷格-史密斯;Greg Smith;3;4;6;63;63;57;76;59;67;65;62;60;60;66;62;61;62;25;3;火箭;17;1;0;196850;3085;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
228;克里夫-米利;Cliff Meely;4;0;6;65;69;58;65;68;63;66;61;63;59;59;62;63;63;24;0;火箭;17;4;0;197107;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
229;迈克-纽林;Mike Newlin;2;0;8;71;74;68;77;68;62;60;72;68;70;68;71;65;68;23;0;火箭;17;4;0;197124;1362;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
230;迪克-吉布斯;Dick Gibbs;3;0;6;67;65;51;70;62;58;63;68;61;55;62;59;61;61;23;0;火箭;17;4;0;197149;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
231;约翰-伊根;Johnny Egan;1;0;6;71;64;58;74;60;58;66;65;60;62;63;64;61;63;33;10;火箭;17;1;0;196117;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
232;迪克-康宁汉姆;Dick Cunningham;5;0;6;65;77;52;67;63;67;63;55;63;54;63;64;61;62;25;3;火箭;17;1;0;196821;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
233;麦考伊-麦克莱默;McCoy McLemore;3;0;6;75;66;52;77;73;61;63;65;63;55;70;65;65;66;29;8;火箭;17;1;0;196425;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
234;约翰-瓦莱利;John Vallely;2;0;6;76;66;62;68;65;58;58;69;61;65;61;65;61;63;23;1;火箭;17;1;0;197014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
235;灰熊1;灰熊1;1;0;6;60;60;60;60;60;60;60;60;60;64;49;56;57;57;26;5;灰熊;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
236;灰熊2;灰熊2;1;0;6;60;60;60;60;60;60;60;60;60;64;49;56;57;57;26;5;灰熊;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
237;灰熊3;灰熊3;2;0;6;60;60;60;60;60;60;60;60;60;63;50;56;57;56;26;5;灰熊;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
238;灰熊4;灰熊4;2;0;6;60;60;60;60;60;60;60;60;60;63;50;56;57;56;26;5;灰熊;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
239;灰熊5;灰熊5;3;0;6;60;60;60;60;60;60;60;60;60;62;51;56;57;57;26;5;灰熊;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
